"	date",id_station,id_parameter,value,unit
18/01/2019,MER,PM10,52,2
18/01/2019,MER,PM2.5,24,2
18/01/2019,NEZ,PM2.5,23,2
18/01/2019,PED,PM10,40,2
18/01/2019,PED,PM2.5,23,2
18/01/2019,SAG,PM10,57,2
18/01/2019,SAG,PM2.5,26,2
18/01/2019,SFE,PM10,36,2
18/01/2019,SFE,PM2.5,20,2
18/01/2019,TLA,PM10,52,2
18/01/2019,TLA,PM2.5,29,2
18/01/2019,UAX,PM2.5,19,2
18/01/2019,UIZ,PM10,53,2
18/01/2019,UIZ,PM2.5,27,2
18/01/2019,VIF,PM10,53,2
18/01/2019,XAL,PM10,88,2
18/01/2019,XAL,PM2.5,36,2
18/01/2019,CCA,PM2.5,20,2
18/01/2019,MGH,PM10,45,2
18/01/2019,MGH,PM2.5,28,2
18/01/2019,AJM,PM10,33,2
18/01/2019,AJM,PM2.5,18,2
18/01/2019,INN,PM10,16,2
18/01/2019,INN,PM2.5,11,2
18/01/2019,GAM,PM10,53,2
18/01/2019,GAM,PM2.5,27,2
19/01/2019,ACO,PM10,52,2
19/01/2019,ATI,PM10,38,2
19/01/2019,MON,PM2.5,25,2
19/01/2019,CHO,PM10,67,2
19/01/2019,CUA,PM10,29,2
19/01/2019,CUT,PM10,43,2
19/01/2019,FAC,PM10,32,2
19/01/2019,HGM,PM10,50,2
19/01/2019,HGM,PM2.5,29,2
19/01/2019,IZT,PM10,53,2
19/01/2019,MER,PM10,53,2
19/01/2019,MER,PM2.5,22,2
19/01/2019,NEZ,PM2.5,26,2
19/01/2019,PED,PM10,38,2
19/01/2019,PED,PM2.5,21,2
19/01/2019,SAG,PM10,68,2
19/01/2019,SAG,PM2.5,27,2
19/01/2019,SFE,PM10,30,2
19/01/2019,SFE,PM2.5,16,2
19/01/2019,TLA,PM10,40,2
19/01/2019,TLA,PM2.5,19,2
19/01/2019,UAX,PM2.5,24,2
19/01/2019,UIZ,PM10,46,2
19/01/2019,UIZ,PM2.5,25,2
19/01/2019,XAL,PM10,82,2
19/01/2019,XAL,PM2.5,33,2
19/01/2019,CCA,PM2.5,19,2
19/01/2019,AJM,PM10,41,2
19/01/2019,AJM,PM2.5,22,2
19/01/2019,INN,PM10,27,2
19/01/2019,INN,PM2.5,16,2
19/01/2019,GAM,PM10,55,2
19/01/2019,GAM,PM2.5,29,2
20/01/2019,ACO,PM10,31,2
20/01/2019,ATI,PM10,36,2
20/01/2019,MON,PM2.5,17,2
20/01/2019,CHO,PM10,42,2
20/01/2019,CUA,PM10,35,2
20/01/2019,CUT,PM10,36,2
20/01/2019,FAC,PM10,31,2
20/01/2019,HGM,PM10,41,2
20/01/2019,HGM,PM2.5,27,2
20/01/2019,IZT,PM10,40,2
20/01/2019,MER,PM10,41,2
20/01/2019,MER,PM2.5,22,2
20/01/2019,NEZ,PM2.5,18,2
20/01/2019,PED,PM10,37,2
20/01/2019,PED,PM2.5,25,2
20/01/2019,SAG,PM10,39,2
20/01/2019,SAG,PM2.5,18,2
20/01/2019,SFE,PM10,40,2
20/01/2019,SFE,PM2.5,27,2
20/01/2019,TLA,PM10,37,2
20/01/2019,TLA,PM2.5,23,2
20/01/2019,UAX,PM2.5,22,2
20/01/2019,UIZ,PM10,34,2
20/01/2019,UIZ,PM2.5,19,2
20/01/2019,VIF,PM10,45,2
20/01/2019,XAL,PM10,44,2
20/01/2019,XAL,PM2.5,21,2
20/01/2019,CCA,PM2.5,23,2
20/01/2019,MGH,PM10,39,2
20/01/2019,MGH,PM2.5,28,2
20/01/2019,AJM,PM10,38,2
