,DATETIME,FECHA,HORA,MGH,AÑO,MES
134812,2015-05-19 05:00:00,2015-05-19 00:00:00,5,35.0,2015,5
134813,2015-05-19 06:00:00,2015-05-19 00:00:00,6,37.0,2015,5
134814,2015-05-19 07:00:00,2015-05-19 00:00:00,7,38.0,2015,5
134815,2015-05-19 08:00:00,2015-05-19 00:00:00,8,50.0,2015,5
134816,2015-05-19 09:00:00,2015-05-19 00:00:00,9,68.0,2015,5
134817,2015-05-19 10:00:00,2015-05-19 00:00:00,10,29.665182648401828,2015,5
134818,2015-05-19 11:00:00,2015-05-19 00:00:00,11,29.665182648401828,2015,5
134819,2015-05-19 12:00:00,2015-05-19 00:00:00,12,29.665182648401828,2015,5
134820,2015-05-19 13:00:00,2015-05-19 00:00:00,13,29.665182648401828,2015,5
134821,2015-05-19 14:00:00,2015-05-19 00:00:00,14,62.0,2015,5
134822,2015-05-19 15:00:00,2015-05-19 00:00:00,15,33.0,2015,5
134823,2015-05-19 16:00:00,2015-05-19 00:00:00,16,22.0,2015,5
134824,2015-05-19 17:00:00,2015-05-19 00:00:00,17,39.0,2015,5
134825,2015-05-19 18:00:00,2015-05-19 00:00:00,18,55.0,2015,5
134826,2015-05-19 19:00:00,2015-05-19 00:00:00,19,50.0,2015,5
134827,2015-05-19 20:00:00,2015-05-19 00:00:00,20,44.0,2015,5
134828,2015-05-19 21:00:00,2015-05-19 00:00:00,21,33.0,2015,5
134829,2015-05-19 22:00:00,2015-05-19 00:00:00,22,39.0,2015,5
134830,2015-05-19 23:00:00,2015-05-19 00:00:00,23,40.0,2015,5
134831,2015-05-19 00:00:00,2015-05-19 00:00:00,0,38.0,2015,5
134832,2015-05-20 01:00:00,2015-05-20 00:00:00,1,35.0,2015,5
134833,2015-05-20 02:00:00,2015-05-20 00:00:00,2,31.0,2015,5
134834,2015-05-20 03:00:00,2015-05-20 00:00:00,3,29.0,2015,5
134835,2015-05-20 04:00:00,2015-05-20 00:00:00,4,29.0,2015,5
134836,2015-05-20 05:00:00,2015-05-20 00:00:00,5,33.0,2015,5
134837,2015-05-20 06:00:00,2015-05-20 00:00:00,6,37.0,2015,5
134838,2015-05-20 07:00:00,2015-05-20 00:00:00,7,52.0,2015,5
134839,2015-05-20 08:00:00,2015-05-20 00:00:00,8,54.0,2015,5
134840,2015-05-20 09:00:00,2015-05-20 00:00:00,9,71.0,2015,5
134841,2015-05-20 10:00:00,2015-05-20 00:00:00,10,88.0,2015,5
134842,2015-05-20 11:00:00,2015-05-20 00:00:00,11,78.0,2015,5
134843,2015-05-20 12:00:00,2015-05-20 00:00:00,12,67.0,2015,5
134844,2015-05-20 13:00:00,2015-05-20 00:00:00,13,57.0,2015,5
134845,2015-05-20 14:00:00,2015-05-20 00:00:00,14,48.0,2015,5
134846,2015-05-20 15:00:00,2015-05-20 00:00:00,15,44.0,2015,5
134847,2015-05-20 16:00:00,2015-05-20 00:00:00,16,55.0,2015,5
134848,2015-05-20 17:00:00,2015-05-20 00:00:00,17,44.0,2015,5
134849,2015-05-20 18:00:00,2015-05-20 00:00:00,18,23.0,2015,5
134850,2015-05-20 19:00:00,2015-05-20 00:00:00,19,23.0,2015,5
134851,2015-05-20 20:00:00,2015-05-20 00:00:00,20,33.0,2015,5
134852,2015-05-20 21:00:00,2015-05-20 00:00:00,21,36.0,2015,5
134853,2015-05-20 22:00:00,2015-05-20 00:00:00,22,30.0,2015,5
134854,2015-05-20 23:00:00,2015-05-20 00:00:00,23,20.0,2015,5
134855,2015-05-20 00:00:00,2015-05-20 00:00:00,0,29.0,2015,5
134856,2015-05-21 01:00:00,2015-05-21 00:00:00,1,24.0,2015,5
134857,2015-05-21 02:00:00,2015-05-21 00:00:00,2,26.0,2015,5
134858,2015-05-21 03:00:00,2015-05-21 00:00:00,3,21.0,2015,5
134859,2015-05-21 04:00:00,2015-05-21 00:00:00,4,20.0,2015,5
134860,2015-05-21 05:00:00,2015-05-21 00:00:00,5,26.0,2015,5
134861,2015-05-21 06:00:00,2015-05-21 00:00:00,6,31.0,2015,5
134862,2015-05-21 07:00:00,2015-05-21 00:00:00,7,32.0,2015,5
134863,2015-05-21 08:00:00,2015-05-21 00:00:00,8,33.0,2015,5
134864,2015-05-21 09:00:00,2015-05-21 00:00:00,9,40.0,2015,5
134865,2015-05-21 10:00:00,2015-05-21 00:00:00,10,60.0,2015,5
134866,2015-05-21 11:00:00,2015-05-21 00:00:00,11,74.0,2015,5
134867,2015-05-21 12:00:00,2015-05-21 00:00:00,12,81.0,2015,5
134868,2015-05-21 13:00:00,2015-05-21 00:00:00,13,77.0,2015,5
134869,2015-05-21 14:00:00,2015-05-21 00:00:00,14,56.0,2015,5
134870,2015-05-21 15:00:00,2015-05-21 00:00:00,15,27.0,2015,5
134871,2015-05-21 16:00:00,2015-05-21 00:00:00,16,26.0,2015,5
134872,2015-05-21 17:00:00,2015-05-21 00:00:00,17,25.0,2015,5
134873,2015-05-21 18:00:00,2015-05-21 00:00:00,18,60.0,2015,5
134874,2015-05-21 19:00:00,2015-05-21 00:00:00,19,45.0,2015,5
134875,2015-05-21 20:00:00,2015-05-21 00:00:00,20,35.0,2015,5
134876,2015-05-21 21:00:00,2015-05-21 00:00:00,21,41.0,2015,5
134877,2015-05-21 22:00:00,2015-05-21 00:00:00,22,33.0,2015,5
134878,2015-05-21 23:00:00,2015-05-21 00:00:00,23,27.0,2015,5
134879,2015-05-21 00:00:00,2015-05-21 00:00:00,0,27.0,2015,5
134880,2015-05-22 01:00:00,2015-05-22 00:00:00,1,23.0,2015,5
134881,2015-05-22 02:00:00,2015-05-22 00:00:00,2,19.0,2015,5
134882,2015-05-22 03:00:00,2015-05-22 00:00:00,3,7.0,2015,5
134883,2015-05-22 04:00:00,2015-05-22 00:00:00,4,6.0,2015,5
134884,2015-05-22 05:00:00,2015-05-22 00:00:00,5,12.0,2015,5
134885,2015-05-22 06:00:00,2015-05-22 00:00:00,6,20.0,2015,5
134886,2015-05-22 07:00:00,2015-05-22 00:00:00,7,20.0,2015,5
134887,2015-05-22 08:00:00,2015-05-22 00:00:00,8,23.0,2015,5
134888,2015-05-22 09:00:00,2015-05-22 00:00:00,9,31.0,2015,5
134889,2015-05-22 10:00:00,2015-05-22 00:00:00,10,37.0,2015,5
134890,2015-05-22 11:00:00,2015-05-22 00:00:00,11,43.0,2015,5
134891,2015-05-22 12:00:00,2015-05-22 00:00:00,12,39.0,2015,5
134892,2015-05-22 13:00:00,2015-05-22 00:00:00,13,58.0,2015,5
134893,2015-05-22 14:00:00,2015-05-22 00:00:00,14,66.0,2015,5
134894,2015-05-22 15:00:00,2015-05-22 00:00:00,15,60.0,2015,5
134895,2015-05-22 16:00:00,2015-05-22 00:00:00,16,51.0,2015,5
134896,2015-05-22 17:00:00,2015-05-22 00:00:00,17,44.0,2015,5
134897,2015-05-22 18:00:00,2015-05-22 00:00:00,18,49.0,2015,5
134898,2015-05-22 19:00:00,2015-05-22 00:00:00,19,24.0,2015,5
134899,2015-05-22 20:00:00,2015-05-22 00:00:00,20,17.0,2015,5
134900,2015-05-22 21:00:00,2015-05-22 00:00:00,21,18.0,2015,5
134901,2015-05-22 22:00:00,2015-05-22 00:00:00,22,14.0,2015,5
134902,2015-05-22 23:00:00,2015-05-22 00:00:00,23,21.0,2015,5
134903,2015-05-22 00:00:00,2015-05-22 00:00:00,0,32.0,2015,5
134904,2015-05-23 01:00:00,2015-05-23 00:00:00,1,23.0,2015,5
134905,2015-05-23 02:00:00,2015-05-23 00:00:00,2,23.0,2015,5
134906,2015-05-23 03:00:00,2015-05-23 00:00:00,3,20.0,2015,5
134907,2015-05-23 04:00:00,2015-05-23 00:00:00,4,18.0,2015,5
134908,2015-05-23 05:00:00,2015-05-23 00:00:00,5,25.0,2015,5
134909,2015-05-23 06:00:00,2015-05-23 00:00:00,6,25.0,2015,5
134910,2015-05-23 07:00:00,2015-05-23 00:00:00,7,34.0,2015,5
134911,2015-05-23 08:00:00,2015-05-23 00:00:00,8,36.0,2015,5
134912,2015-05-23 09:00:00,2015-05-23 00:00:00,9,44.0,2015,5
134913,2015-05-23 10:00:00,2015-05-23 00:00:00,10,50.0,2015,5
134914,2015-05-23 11:00:00,2015-05-23 00:00:00,11,47.0,2015,5
134915,2015-05-23 12:00:00,2015-05-23 00:00:00,12,58.0,2015,5
134916,2015-05-23 13:00:00,2015-05-23 00:00:00,13,69.0,2015,5
134917,2015-05-23 14:00:00,2015-05-23 00:00:00,14,64.0,2015,5
134918,2015-05-23 15:00:00,2015-05-23 00:00:00,15,66.0,2015,5
134919,2015-05-23 16:00:00,2015-05-23 00:00:00,16,50.0,2015,5
134920,2015-05-23 17:00:00,2015-05-23 00:00:00,17,41.0,2015,5
134921,2015-05-23 18:00:00,2015-05-23 00:00:00,18,28.0,2015,5
134922,2015-05-23 19:00:00,2015-05-23 00:00:00,19,20.0,2015,5
134923,2015-05-23 20:00:00,2015-05-23 00:00:00,20,20.0,2015,5
134924,2015-05-23 21:00:00,2015-05-23 00:00:00,21,30.0,2015,5
134925,2015-05-23 22:00:00,2015-05-23 00:00:00,22,27.0,2015,5
134926,2015-05-23 23:00:00,2015-05-23 00:00:00,23,28.0,2015,5
134927,2015-05-23 00:00:00,2015-05-23 00:00:00,0,34.0,2015,5
134928,2015-05-24 01:00:00,2015-05-24 00:00:00,1,32.0,2015,5
134929,2015-05-24 02:00:00,2015-05-24 00:00:00,2,27.0,2015,5
134930,2015-05-24 03:00:00,2015-05-24 00:00:00,3,24.0,2015,5
134931,2015-05-24 04:00:00,2015-05-24 00:00:00,4,31.0,2015,5
134932,2015-05-24 05:00:00,2015-05-24 00:00:00,5,36.0,2015,5
134933,2015-05-24 06:00:00,2015-05-24 00:00:00,6,42.0,2015,5
134934,2015-05-24 07:00:00,2015-05-24 00:00:00,7,50.0,2015,5
134935,2015-05-24 08:00:00,2015-05-24 00:00:00,8,39.0,2015,5
134936,2015-05-24 09:00:00,2015-05-24 00:00:00,9,42.0,2015,5
134937,2015-05-24 10:00:00,2015-05-24 00:00:00,10,56.0,2015,5
134938,2015-05-24 11:00:00,2015-05-24 00:00:00,11,42.0,2015,5
134939,2015-05-24 12:00:00,2015-05-24 00:00:00,12,32.0,2015,5
134940,2015-05-24 13:00:00,2015-05-24 00:00:00,13,38.0,2015,5
134941,2015-05-24 14:00:00,2015-05-24 00:00:00,14,46.0,2015,5
134942,2015-05-24 15:00:00,2015-05-24 00:00:00,15,31.0,2015,5
134943,2015-05-24 16:00:00,2015-05-24 00:00:00,16,14.0,2015,5
134944,2015-05-24 17:00:00,2015-05-24 00:00:00,17,7.0,2015,5
134945,2015-05-24 18:00:00,2015-05-24 00:00:00,18,18.0,2015,5
134946,2015-05-24 19:00:00,2015-05-24 00:00:00,19,11.0,2015,5
134947,2015-05-24 20:00:00,2015-05-24 00:00:00,20,10.0,2015,5
134948,2015-05-24 21:00:00,2015-05-24 00:00:00,21,11.0,2015,5
134949,2015-05-24 22:00:00,2015-05-24 00:00:00,22,13.0,2015,5
134950,2015-05-24 23:00:00,2015-05-24 00:00:00,23,12.0,2015,5
134951,2015-05-24 00:00:00,2015-05-24 00:00:00,0,12.0,2015,5
134952,2015-05-25 01:00:00,2015-05-25 00:00:00,1,13.0,2015,5
134953,2015-05-25 02:00:00,2015-05-25 00:00:00,2,13.0,2015,5
134954,2015-05-25 03:00:00,2015-05-25 00:00:00,3,13.0,2015,5
134955,2015-05-25 04:00:00,2015-05-25 00:00:00,4,20.0,2015,5
134956,2015-05-25 05:00:00,2015-05-25 00:00:00,5,17.0,2015,5
134957,2015-05-25 06:00:00,2015-05-25 00:00:00,6,24.0,2015,5
134958,2015-05-25 07:00:00,2015-05-25 00:00:00,7,32.0,2015,5
134959,2015-05-25 08:00:00,2015-05-25 00:00:00,8,32.0,2015,5
134960,2015-05-25 09:00:00,2015-05-25 00:00:00,9,54.0,2015,5
134961,2015-05-25 10:00:00,2015-05-25 00:00:00,10,45.0,2015,5
134962,2015-05-25 11:00:00,2015-05-25 00:00:00,11,45.0,2015,5
134963,2015-05-25 12:00:00,2015-05-25 00:00:00,12,31.0,2015,5
134964,2015-05-25 13:00:00,2015-05-25 00:00:00,13,41.0,2015,5
134965,2015-05-25 14:00:00,2015-05-25 00:00:00,14,42.0,2015,5
134966,2015-05-25 15:00:00,2015-05-25 00:00:00,15,34.0,2015,5
134967,2015-05-25 16:00:00,2015-05-25 00:00:00,16,33.0,2015,5
134968,2015-05-25 17:00:00,2015-05-25 00:00:00,17,35.0,2015,5
134969,2015-05-25 18:00:00,2015-05-25 00:00:00,18,32.0,2015,5
134970,2015-05-25 19:00:00,2015-05-25 00:00:00,19,24.0,2015,5
134971,2015-05-25 20:00:00,2015-05-25 00:00:00,20,24.0,2015,5
134972,2015-05-25 21:00:00,2015-05-25 00:00:00,21,21.0,2015,5
134973,2015-05-25 22:00:00,2015-05-25 00:00:00,22,9.0,2015,5
134974,2015-05-25 23:00:00,2015-05-25 00:00:00,23,5.0,2015,5
134975,2015-05-25 00:00:00,2015-05-25 00:00:00,0,8.0,2015,5
134976,2015-05-26 01:00:00,2015-05-26 00:00:00,1,17.0,2015,5
134977,2015-05-26 02:00:00,2015-05-26 00:00:00,2,28.0,2015,5
134978,2015-05-26 03:00:00,2015-05-26 00:00:00,3,20.0,2015,5
134979,2015-05-26 04:00:00,2015-05-26 00:00:00,4,24.0,2015,5
134980,2015-05-26 05:00:00,2015-05-26 00:00:00,5,26.0,2015,5
134981,2015-05-26 06:00:00,2015-05-26 00:00:00,6,30.0,2015,5
134982,2015-05-26 07:00:00,2015-05-26 00:00:00,7,38.0,2015,5
134983,2015-05-26 08:00:00,2015-05-26 00:00:00,8,36.0,2015,5
134984,2015-05-26 09:00:00,2015-05-26 00:00:00,9,49.0,2015,5
134985,2015-05-26 10:00:00,2015-05-26 00:00:00,10,57.0,2015,5
134986,2015-05-26 11:00:00,2015-05-26 00:00:00,11,50.0,2015,5
134987,2015-05-26 12:00:00,2015-05-26 00:00:00,12,52.0,2015,5
134988,2015-05-26 13:00:00,2015-05-26 00:00:00,13,49.0,2015,5
134989,2015-05-26 14:00:00,2015-05-26 00:00:00,14,26.0,2015,5
134990,2015-05-26 15:00:00,2015-05-26 00:00:00,15,25.0,2015,5
134991,2015-05-26 16:00:00,2015-05-26 00:00:00,16,27.0,2015,5
134992,2015-05-26 17:00:00,2015-05-26 00:00:00,17,31.0,2015,5
134993,2015-05-26 18:00:00,2015-05-26 00:00:00,18,25.0,2015,5
134994,2015-05-26 19:00:00,2015-05-26 00:00:00,19,31.0,2015,5
134995,2015-05-26 20:00:00,2015-05-26 00:00:00,20,31.0,2015,5
134996,2015-05-26 21:00:00,2015-05-26 00:00:00,21,30.0,2015,5
134997,2015-05-26 22:00:00,2015-05-26 00:00:00,22,27.0,2015,5
134998,2015-05-26 23:00:00,2015-05-26 00:00:00,23,29.0,2015,5
134999,2015-05-26 00:00:00,2015-05-26 00:00:00,0,44.0,2015,5
135000,2015-05-27 01:00:00,2015-05-27 00:00:00,1,38.0,2015,5
135001,2015-05-27 02:00:00,2015-05-27 00:00:00,2,34.0,2015,5
135002,2015-05-27 03:00:00,2015-05-27 00:00:00,3,36.0,2015,5
135003,2015-05-27 04:00:00,2015-05-27 00:00:00,4,30.0,2015,5
135004,2015-05-27 05:00:00,2015-05-27 00:00:00,5,28.0,2015,5
135005,2015-05-27 06:00:00,2015-05-27 00:00:00,6,49.0,2015,5
135006,2015-05-27 07:00:00,2015-05-27 00:00:00,7,40.0,2015,5
135007,2015-05-27 08:00:00,2015-05-27 00:00:00,8,44.0,2015,5
135008,2015-05-27 09:00:00,2015-05-27 00:00:00,9,45.0,2015,5
135009,2015-05-27 10:00:00,2015-05-27 00:00:00,10,48.0,2015,5
135010,2015-05-27 11:00:00,2015-05-27 00:00:00,11,67.0,2015,5
135011,2015-05-27 12:00:00,2015-05-27 00:00:00,12,71.0,2015,5
135012,2015-05-27 13:00:00,2015-05-27 00:00:00,13,72.0,2015,5
135013,2015-05-27 14:00:00,2015-05-27 00:00:00,14,54.0,2015,5
135014,2015-05-27 15:00:00,2015-05-27 00:00:00,15,48.0,2015,5
135015,2015-05-27 16:00:00,2015-05-27 00:00:00,16,48.0,2015,5
135016,2015-05-27 17:00:00,2015-05-27 00:00:00,17,70.0,2015,5
135017,2015-05-27 18:00:00,2015-05-27 00:00:00,18,21.0,2015,5
135018,2015-05-27 19:00:00,2015-05-27 00:00:00,19,18.0,2015,5
135019,2015-05-27 20:00:00,2015-05-27 00:00:00,20,20.0,2015,5
135020,2015-05-27 21:00:00,2015-05-27 00:00:00,21,26.0,2015,5
135021,2015-05-27 22:00:00,2015-05-27 00:00:00,22,27.0,2015,5
135022,2015-05-27 23:00:00,2015-05-27 00:00:00,23,33.0,2015,5
135023,2015-05-27 00:00:00,2015-05-27 00:00:00,0,20.0,2015,5
135024,2015-05-28 01:00:00,2015-05-28 00:00:00,1,18.0,2015,5
135025,2015-05-28 02:00:00,2015-05-28 00:00:00,2,22.0,2015,5
135026,2015-05-28 03:00:00,2015-05-28 00:00:00,3,22.0,2015,5
135027,2015-05-28 04:00:00,2015-05-28 00:00:00,4,22.0,2015,5
135028,2015-05-28 05:00:00,2015-05-28 00:00:00,5,30.0,2015,5
135029,2015-05-28 06:00:00,2015-05-28 00:00:00,6,36.0,2015,5
135030,2015-05-28 07:00:00,2015-05-28 00:00:00,7,34.0,2015,5
135031,2015-05-28 08:00:00,2015-05-28 00:00:00,8,40.0,2015,5
135032,2015-05-28 09:00:00,2015-05-28 00:00:00,9,46.0,2015,5
135033,2015-05-28 10:00:00,2015-05-28 00:00:00,10,45.0,2015,5
135034,2015-05-28 11:00:00,2015-05-28 00:00:00,11,67.0,2015,5
135035,2015-05-28 12:00:00,2015-05-28 00:00:00,12,71.0,2015,5
135036,2015-05-28 13:00:00,2015-05-28 00:00:00,13,48.0,2015,5
135037,2015-05-28 14:00:00,2015-05-28 00:00:00,14,26.0,2015,5
135038,2015-05-28 15:00:00,2015-05-28 00:00:00,15,31.0,2015,5
135039,2015-05-28 16:00:00,2015-05-28 00:00:00,16,32.0,2015,5
135040,2015-05-28 17:00:00,2015-05-28 00:00:00,17,35.0,2015,5
135041,2015-05-28 18:00:00,2015-05-28 00:00:00,18,34.0,2015,5
135042,2015-05-28 19:00:00,2015-05-28 00:00:00,19,20.0,2015,5
135043,2015-05-28 20:00:00,2015-05-28 00:00:00,20,21.0,2015,5
135044,2015-05-28 21:00:00,2015-05-28 00:00:00,21,16.0,2015,5
135045,2015-05-28 22:00:00,2015-05-28 00:00:00,22,19.0,2015,5
135046,2015-05-28 23:00:00,2015-05-28 00:00:00,23,17.0,2015,5
135047,2015-05-28 00:00:00,2015-05-28 00:00:00,0,17.0,2015,5
135048,2015-05-29 01:00:00,2015-05-29 00:00:00,1,26.0,2015,5
135049,2015-05-29 02:00:00,2015-05-29 00:00:00,2,23.0,2015,5
135050,2015-05-29 03:00:00,2015-05-29 00:00:00,3,17.0,2015,5
135051,2015-05-29 04:00:00,2015-05-29 00:00:00,4,24.0,2015,5
135052,2015-05-29 05:00:00,2015-05-29 00:00:00,5,17.0,2015,5
135053,2015-05-29 06:00:00,2015-05-29 00:00:00,6,21.0,2015,5
135054,2015-05-29 07:00:00,2015-05-29 00:00:00,7,40.0,2015,5
135055,2015-05-29 08:00:00,2015-05-29 00:00:00,8,34.0,2015,5
135056,2015-05-29 09:00:00,2015-05-29 00:00:00,9,33.0,2015,5
135057,2015-05-29 10:00:00,2015-05-29 00:00:00,10,46.0,2015,5
135058,2015-05-29 11:00:00,2015-05-29 00:00:00,11,70.0,2015,5
135059,2015-05-29 12:00:00,2015-05-29 00:00:00,12,79.0,2015,5
135060,2015-05-29 13:00:00,2015-05-29 00:00:00,13,74.0,2015,5
135061,2015-05-29 14:00:00,2015-05-29 00:00:00,14,69.0,2015,5
135062,2015-05-29 15:00:00,2015-05-29 00:00:00,15,59.0,2015,5
135063,2015-05-29 16:00:00,2015-05-29 00:00:00,16,47.0,2015,5
135064,2015-05-29 17:00:00,2015-05-29 00:00:00,17,27.0,2015,5
135065,2015-05-29 18:00:00,2015-05-29 00:00:00,18,19.0,2015,5
135066,2015-05-29 19:00:00,2015-05-29 00:00:00,19,21.0,2015,5
135067,2015-05-29 20:00:00,2015-05-29 00:00:00,20,21.0,2015,5
135068,2015-05-29 21:00:00,2015-05-29 00:00:00,21,27.0,2015,5
135069,2015-05-29 22:00:00,2015-05-29 00:00:00,22,26.0,2015,5
135070,2015-05-29 23:00:00,2015-05-29 00:00:00,23,26.0,2015,5
135071,2015-05-29 00:00:00,2015-05-29 00:00:00,0,25.0,2015,5
135072,2015-05-30 01:00:00,2015-05-30 00:00:00,1,18.0,2015,5
135073,2015-05-30 02:00:00,2015-05-30 00:00:00,2,22.0,2015,5
135074,2015-05-30 03:00:00,2015-05-30 00:00:00,3,21.0,2015,5
135075,2015-05-30 04:00:00,2015-05-30 00:00:00,4,25.0,2015,5
135076,2015-05-30 05:00:00,2015-05-30 00:00:00,5,32.0,2015,5
135077,2015-05-30 06:00:00,2015-05-30 00:00:00,6,36.0,2015,5
135078,2015-05-30 07:00:00,2015-05-30 00:00:00,7,40.0,2015,5
135079,2015-05-30 08:00:00,2015-05-30 00:00:00,8,33.0,2015,5
135080,2015-05-30 09:00:00,2015-05-30 00:00:00,9,41.0,2015,5
135081,2015-05-30 10:00:00,2015-05-30 00:00:00,10,33.0,2015,5
135082,2015-05-30 11:00:00,2015-05-30 00:00:00,11,43.0,2015,5
135083,2015-05-30 12:00:00,2015-05-30 00:00:00,12,46.0,2015,5
135084,2015-05-30 13:00:00,2015-05-30 00:00:00,13,44.0,2015,5
135085,2015-05-30 14:00:00,2015-05-30 00:00:00,14,52.0,2015,5
135086,2015-05-30 15:00:00,2015-05-30 00:00:00,15,54.0,2015,5
135087,2015-05-30 16:00:00,2015-05-30 00:00:00,16,44.0,2015,5
135088,2015-05-30 17:00:00,2015-05-30 00:00:00,17,30.0,2015,5
135089,2015-05-30 18:00:00,2015-05-30 00:00:00,18,25.0,2015,5
135090,2015-05-30 19:00:00,2015-05-30 00:00:00,19,22.0,2015,5
135091,2015-05-30 20:00:00,2015-05-30 00:00:00,20,16.0,2015,5
135092,2015-05-30 21:00:00,2015-05-30 00:00:00,21,17.0,2015,5
135093,2015-05-30 22:00:00,2015-05-30 00:00:00,22,20.0,2015,5
135094,2015-05-30 23:00:00,2015-05-30 00:00:00,23,20.0,2015,5
135095,2015-05-30 00:00:00,2015-05-30 00:00:00,0,20.0,2015,5
135096,2015-05-31 01:00:00,2015-05-31 00:00:00,1,15.0,2015,5
135097,2015-05-31 02:00:00,2015-05-31 00:00:00,2,18.0,2015,5
135098,2015-05-31 03:00:00,2015-05-31 00:00:00,3,16.0,2015,5
135099,2015-05-31 04:00:00,2015-05-31 00:00:00,4,20.0,2015,5
135100,2015-05-31 05:00:00,2015-05-31 00:00:00,5,14.0,2015,5
135101,2015-05-31 06:00:00,2015-05-31 00:00:00,6,15.0,2015,5
135102,2015-05-31 07:00:00,2015-05-31 00:00:00,7,23.0,2015,5
135103,2015-05-31 08:00:00,2015-05-31 00:00:00,8,25.0,2015,5
135104,2015-05-31 09:00:00,2015-05-31 00:00:00,9,22.0,2015,5
135105,2015-05-31 10:00:00,2015-05-31 00:00:00,10,23.0,2015,5
135106,2015-05-31 11:00:00,2015-05-31 00:00:00,11,26.0,2015,5
135107,2015-05-31 12:00:00,2015-05-31 00:00:00,12,34.0,2015,5
135108,2015-05-31 13:00:00,2015-05-31 00:00:00,13,27.0,2015,5
135109,2015-05-31 14:00:00,2015-05-31 00:00:00,14,30.0,2015,5
135110,2015-05-31 15:00:00,2015-05-31 00:00:00,15,37.0,2015,5
135111,2015-05-31 16:00:00,2015-05-31 00:00:00,16,36.0,2015,5
135112,2015-05-31 17:00:00,2015-05-31 00:00:00,17,27.0,2015,5
135113,2015-05-31 18:00:00,2015-05-31 00:00:00,18,31.0,2015,5
135114,2015-05-31 19:00:00,2015-05-31 00:00:00,19,31.0,2015,5
135115,2015-05-31 20:00:00,2015-05-31 00:00:00,20,20.0,2015,5
135116,2015-05-31 21:00:00,2015-05-31 00:00:00,21,11.0,2015,5
135117,2015-05-31 22:00:00,2015-05-31 00:00:00,22,19.0,2015,5
135118,2015-05-31 23:00:00,2015-05-31 00:00:00,23,15.0,2015,5
135119,2015-05-31 00:00:00,2015-05-31 00:00:00,0,16.0,2015,5
135120,2015-06-01 01:00:00,2015-06-01 00:00:00,1,13.0,2015,6
135121,2015-06-01 02:00:00,2015-06-01 00:00:00,2,7.0,2015,6
135122,2015-06-01 03:00:00,2015-06-01 00:00:00,3,12.0,2015,6
135123,2015-06-01 04:00:00,2015-06-01 00:00:00,4,10.0,2015,6
135124,2015-06-01 05:00:00,2015-06-01 00:00:00,5,11.0,2015,6
135125,2015-06-01 06:00:00,2015-06-01 00:00:00,6,24.0,2015,6
135126,2015-06-01 07:00:00,2015-06-01 00:00:00,7,32.0,2015,6
135127,2015-06-01 08:00:00,2015-06-01 00:00:00,8,24.0,2015,6
135128,2015-06-01 09:00:00,2015-06-01 00:00:00,9,31.0,2015,6
135129,2015-06-01 10:00:00,2015-06-01 00:00:00,10,27.0,2015,6
135130,2015-06-01 11:00:00,2015-06-01 00:00:00,11,33.0,2015,6
135131,2015-06-01 12:00:00,2015-06-01 00:00:00,12,41.0,2015,6
135132,2015-06-01 13:00:00,2015-06-01 00:00:00,13,47.0,2015,6
135133,2015-06-01 14:00:00,2015-06-01 00:00:00,14,35.0,2015,6
135134,2015-06-01 15:00:00,2015-06-01 00:00:00,15,34.0,2015,6
135135,2015-06-01 16:00:00,2015-06-01 00:00:00,16,39.0,2015,6
135136,2015-06-01 17:00:00,2015-06-01 00:00:00,17,35.0,2015,6
135137,2015-06-01 18:00:00,2015-06-01 00:00:00,18,32.0,2015,6
135138,2015-06-01 19:00:00,2015-06-01 00:00:00,19,18.0,2015,6
135139,2015-06-01 20:00:00,2015-06-01 00:00:00,20,21.0,2015,6
135140,2015-06-01 21:00:00,2015-06-01 00:00:00,21,16.0,2015,6
135141,2015-06-01 22:00:00,2015-06-01 00:00:00,22,14.0,2015,6
135142,2015-06-01 23:00:00,2015-06-01 00:00:00,23,18.0,2015,6
135143,2015-06-01 00:00:00,2015-06-01 00:00:00,0,16.0,2015,6
135144,2015-06-02 01:00:00,2015-06-02 00:00:00,1,13.0,2015,6
135145,2015-06-02 02:00:00,2015-06-02 00:00:00,2,11.0,2015,6
135146,2015-06-02 03:00:00,2015-06-02 00:00:00,3,14.0,2015,6
135147,2015-06-02 04:00:00,2015-06-02 00:00:00,4,19.0,2015,6
135148,2015-06-02 05:00:00,2015-06-02 00:00:00,5,19.0,2015,6
135149,2015-06-02 06:00:00,2015-06-02 00:00:00,6,25.0,2015,6
135150,2015-06-02 07:00:00,2015-06-02 00:00:00,7,41.0,2015,6
135151,2015-06-02 08:00:00,2015-06-02 00:00:00,8,49.0,2015,6
135152,2015-06-02 09:00:00,2015-06-02 00:00:00,9,40.0,2015,6
135153,2015-06-02 10:00:00,2015-06-02 00:00:00,10,60.0,2015,6
135154,2015-06-02 11:00:00,2015-06-02 00:00:00,11,66.0,2015,6
135155,2015-06-02 12:00:00,2015-06-02 00:00:00,12,66.0,2015,6
135156,2015-06-02 13:00:00,2015-06-02 00:00:00,13,46.0,2015,6
135157,2015-06-02 14:00:00,2015-06-02 00:00:00,14,34.0,2015,6
135158,2015-06-02 15:00:00,2015-06-02 00:00:00,15,36.0,2015,6
135159,2015-06-02 16:00:00,2015-06-02 00:00:00,16,50.0,2015,6
