DATETIME,HGM
2015-06-12,88.0
2015-06-13,93.0
2015-06-14,40.0
2015-06-15,38.0
2015-06-16,75.0
2015-06-17,94.0
2015-06-18,32.0
2015-06-19,54.0
2015-06-20,67.0
2015-06-21,78.0
2015-06-22,52.0
2015-06-23,76.0
2015-06-24,59.0
2015-06-25,71.0
2015-06-26,82.0
2015-06-27,107.0
2015-06-28,80.0
2015-06-29,88.0
2015-06-30,82.0
2015-07-01,67.0
2015-07-02,52.0
2015-07-03,83.0
2015-07-04,66.0
2015-07-05,93.0
2015-07-06,106.0
2015-07-07,81.0
2015-07-08,89.0
2015-07-09,82.0
2015-07-10,60.0
2015-07-11,54.0
2015-07-12,56.0
2015-07-13,92.0
2015-07-14,109.0
2015-07-15,118.0
2015-07-16,96.0
2015-07-17,70.0
2015-07-18,74.0
2015-07-19,74.0
2015-07-20,95.0
2015-07-21,90.0
2015-07-22,93.0
2015-07-23,96.0
2015-07-24,107.0
2015-07-25,89.0
2015-07-26,94.0
2015-07-27,88.0
2015-07-28,92.0
2015-07-29,91.0
2015-07-30,71.0
2015-07-31,76.0
2015-08-01,96.0
2015-08-02,110.0
2015-08-03,84.0
2015-08-04,93.0
2015-08-05,46.0
2015-08-06,100.0
2015-08-07,99.0
2015-08-08,91.0
2015-08-09,111.0
2015-08-10,65.0
2015-08-11,60.0
2015-08-12,42.0
2015-08-13,54.0
2015-08-14,98.0
2015-08-15,78.0
2015-08-16,110.0
2015-08-17,
2015-08-18,74.0
2015-08-19,80.0
2015-08-20,141.0
2015-08-21,94.0
2015-08-22,91.0
2015-08-23,75.0
2015-08-24,96.0
2015-08-25,43.0
2015-08-26,44.0
2015-08-27,73.0
2015-08-28,54.0
2015-08-29,76.0
2015-08-30,95.0
2015-08-31,79.0
2015-09-01,101.0
2015-09-02,137.0
