DATETIME,HGM
2012-02-20,40.0
2012-02-21,43.875
2012-02-22,61.17391304347826
2012-02-23,46.083333333333336
2012-02-24,43.208333333333336
2012-02-25,65.375
2012-02-26,57.130434782608695
2012-02-27,32.5
2012-02-28,58.63636363636363
2012-02-29,64.08695652173913
2012-03-01,74.20833333333333
2012-03-02,80.125
2012-03-03,80.41666666666667
2012-03-04,44.18181818181818
2012-03-05,61.5
2012-03-06,60.208333333333336
2012-03-07,57.958333333333336
2012-03-08,58.38095238095238
2012-03-09,71.0
2012-03-10,62.47826086956522
2012-03-11,44.18181818181818
2012-03-12,38.69565217391305
2012-03-13,43.083333333333336
2012-03-14,54.09090909090909
2012-03-15,59.47826086956522
2012-03-16,56.18181818181818
2012-03-17,61.708333333333336
2012-03-18,53.416666666666664
2012-03-19,39.09090909090909
2012-03-20,36.130434782608695
2012-03-21,36.47826086956522
2012-03-22,35.52173913043478
2012-03-23,58.30434782608695
2012-03-24,68.625
2012-03-25,41.625
2012-03-26,50.291666666666664
2012-03-27,51.916666666666664
2012-03-28,50.90909090909091
2012-03-29,65.875
2012-03-30,64.125
2012-03-31,62.86363636363637
2012-04-01,48.56521739130435
2012-04-02,44.73913043478261
2012-04-03,33.375
2012-04-04,48.73913043478261
2012-04-05,42.2
2012-04-06,30.17391304347826
2012-04-07,39.21739130434783
2012-04-08,62.95
2012-04-09,66.54545454545455
2012-04-10,64.23809523809524
2012-04-11,64.23809523809524
2012-04-12,51.59090909090909
2012-04-13,51.0
2012-04-14,52.18181818181818
2012-04-15,42.08695652173913
2012-04-16,54.166666666666664
2012-04-17,53.94444444444444
2012-04-18,58.78947368421053
2012-04-19,58.375
2012-04-20,64.83333333333333
2012-04-21,52.78260869565217
2012-04-22,31.875
2012-04-23,39.56521739130435
2012-04-24,40.75
2012-04-25,33.68181818181818
2012-04-26,46.583333333333336
2012-04-27,70.41666666666667
2012-04-28,87.0
2012-04-29,90.125
2012-04-30,75.70833333333333
2012-05-01,57.083333333333336
2012-05-02,61.125
2012-05-03,73.625
2012-05-04,68.66666666666667
2012-05-05,63.31818181818182
2012-05-06,57.08695652173913
2012-05-07,79.66666666666667
2012-05-08,
2012-05-09,
2012-05-10,
2012-05-11,
2012-05-12,
2012-05-13,22.0
2012-05-14,40.888888888888886
2012-05-15,50.68181818181818
2012-05-16,44.888888888888886
2012-05-17,59.541666666666664
2012-05-18,41.869565217391305
2012-05-19,47.166666666666664
2012-05-20,42.041666666666664
2012-05-21,43.8125
2012-05-22,37.130434782608695
2012-05-23,45.166666666666664
2012-05-24,59.75
2012-05-25,65.78260869565217
2012-05-26,65.95833333333333
2012-05-27,53.30434782608695
2012-05-28,50.5
2012-05-29,50.125
2012-05-30,48.68181818181818
2012-05-31,53.625
2012-06-01,50.333333333333336
2012-06-02,50.166666666666664
2012-06-03,29.708333333333332
2012-06-04,43.291666666666664
2012-06-05,52.333333333333336
2012-06-06,47.0
2012-06-07,46.25
2012-06-08,49.833333333333336
2012-06-09,57.95652173913044
2012-06-10,33.958333333333336
2012-06-11,46.34782608695652
2012-06-12,44.95
2012-06-13,43.125
2012-06-14,45.36363636363637
2012-06-15,43.44444444444444
2012-06-16,
2012-06-17,16.473684210526315
2012-06-18,28.77777777777778
2012-06-19,42.166666666666664
2012-06-20,27.428571428571427
2012-06-21,30.352941176470587
2012-06-22,42.26315789473684
2012-06-23,38.0
2012-06-24,35.23529411764706
2012-06-25,26.058823529411764
2012-06-26,32.833333333333336
2012-06-27,36.666666666666664
2012-06-28,28.058823529411764
2012-06-29,41.94117647058823
2012-06-30,38.375
2012-07-01,26.166666666666668
2012-07-02,36.21739130434783
2012-07-03,35.95652173913044
2012-07-04,48.65217391304348
2012-07-05,43.08695652173913
2012-07-06,41.54545454545455
2012-07-07,33.833333333333336
2012-07-08,32.666666666666664
2012-07-09,28.19047619047619
2012-07-10,28.545454545454547
2012-07-11,27.470588235294116
2012-07-12,31.0
2012-07-13,33.65
2012-07-14,36.125
2012-07-15,24.35
2012-07-16,18.5
2012-07-17,33.81818181818182
2012-07-18,40.72727272727273
2012-07-19,46.26315789473684
2012-07-20,37.82608695652174
2012-07-21,33.0
2012-07-22,25.318181818181817
2012-07-23,28.52173913043478
2012-07-24,38.13636363636363
2012-07-25,49.89473684210526
2012-07-26,42.38095238095238
2012-07-27,54.869565217391305
2012-07-28,40.705882352941174
2012-07-29,30.6
2012-07-30,44.55
2012-07-31,71.22727272727273
2012-08-01,41.578947368421055
2012-08-02,44.63636363636363
2012-08-03,46.611111111111114
2012-08-04,67.45454545454545
2012-08-05,35.94117647058823
2012-08-06,24.823529411764707
2012-08-07,43.56521739130435
2012-08-08,39.291666666666664
2012-08-09,29.761904761904763
2012-08-10,18.85
2012-08-11,30.782608695652176
2012-08-12,23.476190476190474
2012-08-13,26.08695652173913
2012-08-14,33.75
2012-08-15,48.333333333333336
2012-08-16,51.54545454545455
2012-08-17,35.64705882352941
2012-08-18,25.652173913043477
2012-08-19,19.526315789473685
2012-08-20,34.666666666666664
2012-08-21,28.0
2012-08-22,52.95652173913044
2012-08-23,49.375
2012-08-24,41.8
2012-08-25,30.63157894736842
2012-08-26,34.31818181818182
2012-08-27,30.176470588235293
2012-08-28,40.10526315789474
2012-08-29,41.4
2012-08-30,43.1875
2012-08-31,47.3
2012-09-01,34.05555555555556
2012-09-02,28.157894736842106
2012-09-03,38.76190476190476
2012-09-04,43.041666666666664
2012-09-05,38.72727272727273
2012-09-06,40.30434782608695
2012-09-07,47.708333333333336
2012-09-08,51.625
