DATETIME,HGM
2012-02-20,58.0
2012-02-21,61.0
2012-02-22,51.0
2012-02-23,70.0
2012-02-24,48.0
2012-02-25,85.0
2012-02-26,73.0
2012-02-27,17.0
2012-02-28,66.0
2012-02-29,59.0
2012-03-01,60.0
2012-03-02,92.0
2012-03-03,73.0
2012-03-04,71.0
2012-03-05,60.0
2012-03-06,55.0
2012-03-07,57.0
2012-03-08,48.0
2012-03-09,52.0
2012-03-10,107.0
2012-03-11,42.0
2012-03-12,48.0
2012-03-13,77.0
2012-03-14,66.0
2012-03-15,77.0
2012-03-16,68.0
2012-03-17,62.0
2012-03-18,82.0
2012-03-19,54.0
2012-03-20,18.0
2012-03-21,30.0
2012-03-22,20.0
2012-03-23,39.0
2012-03-24,62.0
2012-03-25,35.0
2012-03-26,45.0
2012-03-27,38.0
2012-03-28,53.0
2012-03-29,98.0
2012-03-30,73.0
2012-03-31,84.0
2012-04-01,45.0
2012-04-02,38.0
2012-04-03,23.0
2012-04-04,40.0
2012-04-05,66.0
2012-04-06,33.0
2012-04-07,59.0
2012-04-08,81.0
2012-04-09,101.0
2012-04-10,78.0
2012-04-11,122.0
2012-04-12,85.0
2012-04-13,61.0
2012-04-14,70.0
2012-04-15,49.0
2012-04-16,50.0
2012-04-17,87.0
2012-04-18,109.0
2012-04-19,90.0
2012-04-20,75.0
2012-04-21,46.0
2012-04-22,23.0
2012-04-23,41.0
2012-04-24,43.0
2012-04-25,21.0
2012-04-26,55.0
2012-04-27,63.0
2012-04-28,77.0
2012-04-29,84.0
2012-04-30,57.0
2012-05-01,87.0
2012-05-02,63.0
2012-05-03,69.0
2012-05-04,49.0
2012-05-05,82.0
2012-05-06,83.0
2012-05-07,108.0
2012-05-08,
2012-05-09,
2012-05-10,
2012-05-11,
2012-05-12,
2012-05-13,14.0
2012-05-14,58.0
2012-05-15,102.0
2012-05-16,66.0
2012-05-17,139.0
2012-05-18,51.0
2012-05-19,43.0
2012-05-20,75.0
2012-05-21,39.0
2012-05-22,63.0
2012-05-23,34.0
2012-05-24,38.0
2012-05-25,70.0
2012-05-26,60.0
2012-05-27,88.0
2012-05-28,45.0
2012-05-29,47.0
2012-05-30,42.0
2012-05-31,43.0
2012-06-01,42.0
2012-06-02,87.0
2012-06-03,48.0
2012-06-04,53.0
2012-06-05,83.0
2012-06-06,47.0
2012-06-07,77.0
2012-06-08,66.0
2012-06-09,78.0
2012-06-10,32.0
2012-06-11,44.0
2012-06-12,69.0
2012-06-13,66.0
2012-06-14,41.0
2012-06-15,49.0
2012-06-16,
2012-06-17,31.0
2012-06-18,43.0
2012-06-19,88.0
2012-06-20,47.0
2012-06-21,37.0
2012-06-22,85.0
2012-06-23,75.0
2012-06-24,71.0
2012-06-25,32.0
2012-06-26,38.0
2012-06-27,61.0
2012-06-28,38.0
2012-06-29,81.0
2012-06-30,55.0
2012-07-01,53.0
2012-07-02,64.0
2012-07-03,62.0
2012-07-04,101.0
2012-07-05,87.0
2012-07-06,83.0
2012-07-07,70.0
2012-07-08,61.0
2012-07-09,53.0
2012-07-10,61.0
2012-07-11,53.0
2012-07-12,55.0
2012-07-13,33.0
2012-07-14,53.0
2012-07-15,36.0
2012-07-16,22.0
2012-07-17,50.0
2012-07-18,64.0
2012-07-19,71.0
2012-07-20,83.0
2012-07-21,57.0
2012-07-22,51.0
2012-07-23,72.0
2012-07-24,64.0
2012-07-25,55.0
2012-07-26,43.0
2012-07-27,86.0
2012-07-28,75.0
2012-07-29,66.0
2012-07-30,63.0
2012-07-31,101.0
2012-08-01,48.0
2012-08-02,61.0
2012-08-03,55.0
2012-08-04,120.0
2012-08-05,83.0
2012-08-06,43.0
2012-08-07,70.0
2012-08-08,80.0
2012-08-09,44.0
2012-08-10,21.0
2012-08-11,70.0
2012-08-12,61.0
2012-08-13,48.0
2012-08-14,46.0
2012-08-15,72.0
2012-08-16,65.0
2012-08-17,40.0
2012-08-18,47.0
2012-08-19,55.0
2012-08-20,46.0
2012-08-21,52.0
2012-08-22,96.0
2012-08-23,94.0
2012-08-24,43.0
2012-08-25,34.0
2012-08-26,104.0
2012-08-27,58.0
2012-08-28,69.0
2012-08-29,72.0
2012-08-30,66.0
2012-08-31,96.0
2012-09-01,87.0
2012-09-02,64.0
2012-09-03,74.0
2012-09-04,58.0
2012-09-05,69.0
2012-09-06,72.0
2012-09-07,58.0
2012-09-08,83.0
2012-09-09,63.0
2012-09-10,58.0
2012-09-11,22.0
2012-09-12,51.0
2012-09-13,101.0
2012-09-14,89.0
2012-09-15,56.0
2012-09-16,76.0
2012-09-17,77.0
2012-09-18,55.0
2012-09-19,28.0
2012-09-20,31.0
2012-09-21,73.0
2012-09-22,50.0
2012-09-23,42.0
2012-09-24,35.0
