,Title,Type,Episodes,Status,Start_Airing,End_Airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites,Description
0,Doraemon (2005),TV,Unknown,Currently Airing,"Apr 22, 2005 to ?",-,"<a href=""https://myanimelist.net/anime/season/2005/spring"">Spring 2005</a>",Fridays at 19:00 (JST),TV Asahi,add some,Shin-Ei Animation,Manga,"Sci-Fi,Comedy,Kids,Shounen",25 min.,PG - Children,7.53,1601,"7,201",92,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things.Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech.(Source: Wikipedia)"
1,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,Movie,1,Finished Airing,"Feb 15, 2019",-,-,-,"SoftBank Creative,Warner Bros. Pictures,Sentai Filmworks",Sentai Filmworks,J.C.Staff,Light novel,"Action,Adventure,Comedy,Fantasy,Romance",1 hr. 22 min.,PG-13 - Teens 13 or older,7.53,1602,"80,067",330,"In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario, in the ruins of an ancient city, a new threat arises. To counter this threat, the goddess Artemis has come to Orario in search of a champion—but it's not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel, a newbie adventurer partnered with a low-tier goddess.(Source: ANN)"
2,Free!,TV,12,Finished Airing,"Jul 4, 2013 to Sep 26, 2013",-,"<a href=""https://myanimelist.net/anime/season/2013/summer"">Summer 2013</a>",Thursdays at Unknown,"Lantis,Iwatobi High School Swimming Club,Asahi Broadcasting,Funimation,Discotek Media,Crunchyroll,Kyoto Animation",Funimation,Animation Do,Original,"Slice of Life,Comedy,Sports,Drama,School",24 min. per ep.,PG-13 - Teens 13 or older,7.53,1603,"426,508","8,515","Haruka Nanase has a love for water and a passion for swimming. In elementary school, he competed in and won a relay race with his three friends Rin Matsuoka, Nagisa Hazuki, and Makoto Tachibana. After claiming victory at the tournament, the four friends went their separate ways. Years later, they reunite as high school students; however, Rin couldn't care less about returning to the way things used to be. Not only does he attend a different school, but the sole thing important to him is proving that he is a better swimmer than Haruka.After the bitter reunion, Haruka, Nagisa, and Makoto decide to form the Iwatobi High School Swim Club, but they will need a fourth member if they hope to take part in the upcoming tournament. Enter Rei Ryuugazaki, a former member of the track team whom Nagisa recruits. As the time to compete draws near, the four develop a close bond while training intensely to come out on top and settle things between Haruka and Rin once and for all.[Written by MAL Rewrite]"
3,Future GPX Cyber Formula Saga,OVA,8,Finished Airing,"Aug 1, 1996 to Jul 25, 1997",-,-,-,,add some,Sunrise,Unknown,"Drama,Sci-Fi,Shounen,Sports",30 min. per ep.,R+ - Mild Nudity,7.53,1604,"1,600",8,"After his disappointing loss in the last round of the 14th Cyber Formula World Grand Prix, which causes him the championship, Hayato Kazami decides that he needs a change and switches over to the Sugo Garland SF-03 for the 15th Cyber Formula World Grand Prix while he waits for the newest Asurada design. However, his hope to make up for the past year's letdown is made difficult when Aoi ZIP Formula undergoes a major restructuring and brings in Kyoshiro Nagumo as the new president of the team. The new car that he brought to the team, driven by newcomer Phil Fritz, is seemingly unbeatable...(Source: ANN)"
4,Hetalia: The Beautiful World Extra Disc,OVA,1,Finished Airing,"Feb 26, 2014",-,-,-,"Frontier Works,Funimation",Funimation,Studio Deen,Web manga,"Comedy,Historical,Parody",5 min.,PG-13 - Teens 13 or older,7.53,1605,"7,451",15,"Unaired episode adapted from the manga chapter ""I Was Overwhelmed by Heroines."""
5,Hetalia: The World Twinkle Extra Disc,OVA,1,Finished Airing,"Feb 24, 2016",-,-,-,Funimation,Funimation,Studio Deen,Manga,"Comedy,Historical,Parody",12 min.,PG-13 - Teens 13 or older,7.53,1606,"5,228",17,"It's Halloween, and America decides to invite all the other countries to his party. Since there is a costume contest, the countries show up in a wide array of outfits, although it quickly becomes clear that some among them may have taken the competition a bit too seriously. But soon, the guests begin to wonder why America hasn't shown off his own costume. What could be the reason?[Written by MAL Rewrite]"
6,Hime-chan no Ribbon,TV,61,Finished Airing,"Oct 2, 1992 to Dec 3, 1993",-,"<a href=""https://myanimelist.net/anime/season/1992/fall"">Fall 1992</a>",Fridays at 18:00 (JST),Nihon Ad Systems,add some,Gallop,Manga,"Comedy,Fantasy,Magic,Romance,School,Shoujo",23 min. per ep.,PG - Children,7.53,1607,"5,580",51,"Erika, the princess of the Magic Kingdom has come to Earth in order to find a human girl who looks just like her. That girl turns out to be Himeko Nonohara, a tomboy's tomboy. Erika must give Himeko a magical item she has created in order to prove her worth as a successor to the crown. Himeko must test this item, a hair ribbon that allows her to transform into any other person she sees, to see if it is worthy. The series follows Himeko's adventures and her budding romance with Daichi, the boy who discovers her secret.(Source: ANN)"
7,Kimagure Orange☆Road OVA,OVA,8,Finished Airing,"Mar 1, 1989 to Apr 1, 1991",-,-,-,"AnimEigo,Discotek Media",AnimEigo,Studio Pierrot,Manga,"Magic,Comedy,Romance,School,Drama",30 min. per ep.,R - 17+ (violence & profanity),7.53,1608,"5,010",7,"Kimagure Orange Road OVA is basically the extension from the TV series. The time frame is probably in the middle of the TV series.Order to view with the TV series.<br/>
White Lovers - among the episodes 35 and 45<br/>
Hawai Suspence - among the episodes 17 and 25<br/>
I was a cat, I was a fish - among the episodes 17 and 30<br/>
Hurricane Akane, the shape-shifting girl - among the episodes 20 and 25<br/>
Spring is for Idols - among the episodes 23 and 30<br/>
Birth of a Star - Right after ""Spring is for Idols""<br/>
Unexpected Situation - after the OAV of Akane<br/>
Message in Rouge - after the episode 48 "
8,"Kimi to, Nami ni Noretara",Movie,1,Finished Airing,"Jun 21, 2019",-,-,-,GKIDS,GKIDS,Science SARU,Original,"Comedy,Drama,Fantasy,Romance",1 hr. 34 min.,PG-13 - Teens 13 or older,7.53,1609,"18,741",30,"The story centers on the relationship between Hinako, who has moved to a coastal town upon entering university and Minato, a young firefighter with a strong sense of justice. Hinako loves surfing and while fearless on the sea, she's still uncertain about her future. Following a fire mishap in the town, Hinako and Minato encounter each other. As they spend more time surfing together, Hinako feels drawn to Minato, who dedicates himself to help others.(Source: MAL News)"
9,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,Special,1,Finished Airing,"Mar 25, 2007",-,-,-,"Aniplex,Yumeta Company,Hakusensha,Koei",Sentai Filmworks,Sentai Filmworks,Unknown,"Harem,Music,Romance,School,Shoujo",29 min.,G - All Ages,7.53,1610,"20,278",130,"Hino Kahoko goes to a summer training camp to play the violin with all the members who participated in the concours.Also known as ""La Corda d'oro - Special Episode 26"""
10,Kiznaiver,TV,12,Finished Airing,"Apr 9, 2016 to Jun 25, 2016",-,"<a href=""https://myanimelist.net/anime/season/2016/spring"">Spring 2016</a>",Saturdays at 23:30 (JST),"Aniplex,Movic,Ultra Super Pictures,Sammy,Asahi Broadcasting,BS11,Aniplex of America,Crunchyroll",Aniplex of America,Trigger,Original,"Sci-Fi,Drama,Romance",24 min. per ep.,PG-13 - Teens 13 or older,7.53,1611,"406,557","3,171","Katsuhira Agata is a quiet and reserved teenage boy whose sense of pain has all but vanished. His friend, Chidori Takashiro, can only faintly remember the days before Katsuhira had undergone this profound change. Now, his muffled and complacent demeanor make Katsuhira a constant target for bullies, who exploit him for egregious sums of money. But their fists only just manage to make him blink, as even emotions are far from his grasp.However, one day Katsuhira, Chidori, and four other teenagers are abducted and forced to join the Kizuna System as official ""Kiznaivers."" Those taking part are connected through pain: if one member is injured, the others will feel an equal amount of agony. These individuals must become the lab rats and scapegoats of an incomplete system designed with world peace in mind. With their fates literally intertwined, the Kiznaivers must expose their true selves to each other, or risk failing much more than just the Kizuna System.[Written by MAL Rewrite]"
11,Kore wa Zombie Desu ka?,TV,12,Finished Airing,"Jan 11, 2011 to Mar 30, 2011",-,"<a href=""https://myanimelist.net/anime/season/2011/winter"">Winter 2011</a>",Unknown,"Kadokawa Shoten,AT-X,Kadokawa Pictures Japan,KlockWorx,flying DOG,Funimation",Funimation,Studio Deen,Light novel,"Action,Comedy,Ecchi,Harem,Magic,Supernatural",24 min. per ep.,R - 17+ (violence & profanity),7.53,1612,"449,202","3,092","Ayumu Aikawa is a 16-year-old high school student who is tragically murdered while investigating a suspicious house. However, he soon awakens next to a strange armored girl called Eucliwood Hellscythe. She reveals herself to be a necromancer who has revived Ayumu, consequently turning him into a zombie! Now immortal, Ayumu sets out to hunt down his killer. One day, while searching in a cemetery, he encounters a boisterous young girl named Haruna, who is fighting a bear with a chainsaw while dressed as a magical girl. After she kills the beast, Haruna attempts to erase Ayumu's memories of her, but he instead absorbs her magic for himself. Stripped of her powers, Haruna now orders Ayumu to take up her role of hunting strange creatures known as ""Megalo,"" monsters that roam the human world and terrorize the population.<br/>
<br/>
<i>Kore wa Zombie Desu ka?</i> follows the daily antics of the human-turned-zombie Ayumu as he begins his new, ludicrous life where the supernatural becomes the norm.[Written by MAL Rewrite]"
12,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,Movie,1,Finished Airing,"Jun 22, 2013",-,-,-,"Bandai Visual,Dentsu,Kodansha,flying DOG,TOHO animation,Funimation",Funimation,Production I.G,Manga,"Sci-Fi,Police,Psychological,Mecha",58 min.,R - 17+ (violence & profanity),7.53,1613,"46,735",60,"The anime's story is set in 2027, one year after the end of the fourth non-nuclear war. New Port City is still reeling from the war's aftermath when it suffers a bombing caused by a self-propelled mine. Then, a military member implicated in arms-dealing bribes is gunned down.During the investigation, Public Security Section's Daisuke Aramaki encounters Motoko Kusanagi, the cyborg wizard-level hacker assigned to the military's 501st Secret Unit. Batou, a man with the ""eye that does not sleep,"" suspects that Kusanagi is the one behind the bombing. The Niihama Prefectural Police detective Togusa is pursuing his own dual cases of the shooting death and a prostitute's murder. Motoko herself is being watched by the 501st Secret Unit's head Kurutsu and cyborg agents.(Source: ANN)"
13,Love Stage!!,TV,10,Finished Airing,"Jul 10, 2014 to Sep 11, 2014",-,"<a href=""https://myanimelist.net/anime/season/2014/summer"">Summer 2014</a>",Thursdays at 01:05 (JST),"Kadokawa Shoten,Sentai Filmworks",Sentai Filmworks,J.C.Staff,Manga,"Comedy,Romance,Shounen Ai",23 min. per ep.,PG-13 - Teens 13 or older,7.53,1614,"144,992","1,519","With an actress mother, producer father, and rockstar brother, anyone would expect Izumi Sena to eventually enter showbiz himself. However, aside from a commercial for a wedding magazine when he was a child, Izumi has never been in the spotlight; instead, he aims to become a manga artist. But a decade after the shoot, the magazine calls for a 10th anniversary ad, requesting the original child actors for the project. This reunites Izumi with Ryouma Ichijou, now a popular actor who, much to Izumi's shock, has been in love with him ever since their first meeting! However, due to Izumi's feminine appearance and unisex name, Ryouma believed the boy was a girl and continues to do so to this day. Izumi's troubles are just beginning, because even after discovering the truth, Ryouma can't seem to shake off his feelings...[Written by MAL Rewrite]"
14,Luo Xiao Hei Zhan Ji (Movie),Movie,1,Finished Airing,"Sep 7, 2019",-,-,-,-,add some,-,Original,"Drama,Supernatural",Unknown,G - All Ages,7.53,1615,816,7,A prequel film to the <i>Luo Xiao Hei Zhan Ji</i> web anime. Viewers will discover how Xiao Hei obtained the last name Luo. It is also expected episode 28 of the web series will be released right before the feature film airs in theaters after a 2 year hiatus.
15,Mardock Scramble: The First Compression,Movie,1,Finished Airing,"Oct 8, 2010",-,-,-,"Aniplex,Starchild Records,Sentai Filmworks",Sentai Filmworks,GoHands,Novel,"Action,Sci-Fi,Psychological",1 hr. 10 min.,R+ - Mild Nudity,7.53,1616,"58,076",159,"Rune Balot is a down-and-out teen prostitute in Mardock City. One day, she's picked up by an ambitious casino manager named Shell who gives her everything she could want. Renewed by a false innocence, a false past, and now the false life Shell has given her, Balot feels grateful. However, she can't help but be curious about why he's done so much for her, so she does some research about his past on a computer. This turns out to be a mistake which will change her life greatly. When Shell finds out what she's done, he attempts to burn her to death by blowing up her car.Due to the high crime rate in Mardock, a new law called ""Scramble 09"" has given police carte blanche to take extreme and otherwise illegal measures to revive crime witnesses. With this in mind, they allow a professor to bring Balot back from the brink of death by reassembling her entire body with reinforced synthetic fiber. When she finally wakes up, her confused mental state eventually turns toward revenge as Shell is revealed as her killer.(Source: Nippon Cinema)"
16,Medaka Box Abnormal,TV,12,Finished Airing,"Oct 11, 2012 to Dec 27, 2012",-,"<a href=""https://myanimelist.net/anime/season/2012/fall"">Fall 2012</a>",Thursdays at 01:35 (JST),"TV Tokyo,Lantis,Hakoniwa Academy Student Council,Sentai Filmworks,Gainax",Sentai Filmworks,Asahi Production,Manga,"Action,Comedy,Ecchi,Martial Arts,School,Shounen,Super Power",24 min. per ep.,PG-13 - Teens 13 or older,7.53,1617,"102,474",260,"After the defeat of Myouri Unzen at the hands of Medaka Kurokami and her Student Council, peace has returned to Hakoniwa Academy—at least, for a short while. Soon, Medaka, Zenkichi Hitoyoshi, Kouki  Akune, and Mogana Kikaijima find themselves wrapped up in another sinister scheme, known as the ""Flask Plan,"" led by the school's principal himself.However, the council's first problem is to deal with a whole new group of superhuman students calling themselves the ""Thirteen Party,"" led by the egotistical but powerful Oudo Miyakonojou. With the mysterious Flask Plan, Oudo's tyranny, and the resurfacing of an old enemy, the state of Hakoniwa Academy is far from tranquil, and Medaka and her companions have their hands full as things only get a lot more abnormal. [Written by MAL Rewrite]"
17,Mirai Nikki: Redial,OVA,1,Finished Airing,"Jun 19, 2013",-,-,-,Funimation,Funimation,Asread,Manga,"Action,Psychological,Supernatural,Shounen",29 min.,R - 17+ (violence & profanity),7.53,1618,"231,143",548,"Yuno Gasai lives a normal life as a first-year in high school. She gets along well with her parents and even has a small circle of friends. However, she cannot help but feel as if someone is missing from her life, someone so important to her that it was as if she had lived another life trying desperately to stay with them.After a class trip to the beach, Yuno returns home; but in the middle of the night, she receives strange messages from a voice only she can hear. The voice informs her of the person she is desperate to meet and that she must find him. Soon, she finds herself in a mysterious realm, her only goal being reunited with the person she cannot remember. Though obstacles stand in her way, Yuno will stop at nothing to meet her beloved once again.[Written by MAL Rewrite]"
18,Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,Special,4,Finished Airing,"Jun 22, 2007",-,-,-,,add some,Sunrise,Original,"Parody,Comedy",4 min. per ep.,PG-13 - Teens 13 or older,7.53,1619,"6,682",10,The first two shorts feature the original SEED cast and deal with an attempt by Yzak Joule to reclaim his his honor from Athrun Zala after having been one-upped at seemingly every contest with him since his childhood. The last two shorts feature the Minerva crew sent back in time on comical missions from Gil in an attempt to disrupt key events of the Seed era with disastrous yet hilarious effect.(Source: ANN)
19,Nanatsu no Umi no Tico,TV,39,Finished Airing,"Jan 16, 1994 to Dec 18, 1994",-,"<a href=""https://myanimelist.net/anime/season/1994/winter"">Winter 1994</a>",Sundays at 19:30 (JST),,add some,Nippon Animation,Original,"Slice of Life,Adventure",23 min. per ep.,G - All Ages,7.53,1620,"3,553",12,"Nanami Simpson is a young girl. Her mother dies when she is young, and she goes to live with her father, Scott Simpson, on board a marine research vessel, the Peperonchino. Her father is a marine biologist, and he is in search of a creature known as the glowing whale. When he finds the bones of one of these, he is saddened, and resolves to change his mission toward preserving and caring for the creatures. Nanami befriends an Orca which she names Tico, and she goes swimming with it every day. Eventually, she learns to breathe underwater which astounds her father. Nanami nearly drowns one day, and one of the glowing whales saves her from certain death and returns her to the vessel, where her father finally gets to see it.(Source: ANN)"
20,Nodame Cantabile OVA,OVA,1,Finished Airing,"Aug 10, 2009",-,-,-,,add some,J.C.Staff,Manga,"Comedy,Josei,Music,Romance,Slice of Life",21 min.,PG-13 - Teens 13 or older,7.53,1621,"22,357",10,"Yukihisa Matsuda, principal conductor of the Rising Star Orchestra, arrives in Paris to perform Wagner's <i>Tannhäuser</i> Overture as a guest conductor for the Recyl Symphony Orchestra. When Matsuda overhears the orchestra members praising Shinichi Chiaki, the budding Japanese conductor of the Roux-Marlet Orchestra, he can barely contain his contempt at there being another ""Black-Haired Noble"" in the same city. Freshly dumped by his mistress following the performance, Matsuda catches Chiaki and takes him out to drink under the pretense of discussing career. But much to Chiaki's chagrin, the subject soon turns to Chiaki's own special someone.[Written by MAL Rewrite]<br/>
"
21,On Your Mark,add some,1,Finished Airing,"Jul 15, 1995",-,-,-,,add some,Studio Ghibli,Music,"Drama,Music,Sci-Fi",6 min.,G - All Ages,7.53,1622,"20,884",56,"In the future, mankind can no longer live on the ground due to intense radiation, both from the sun and from an abandoned nuclear plant. One day, a group of special police raided a religious cult compound, and after a fierce firefight two policemen found a winged mutant girl, with chains on her arms, barely alive. However, government scientists dressed in hazardous material suits immediately intervened and brought her back to a research facility. Realizing they were merely transferring her from one prison to another, those two policemen formulated a daring plan to set her free once and for all. <br/>
<br/>
(Source: ANN)<br/>
<br/>
This is a music video created by Hayao Miyazaki for the pop music duo Chage &amp; Aska (after whom the two police officers are modeled)."
22,Orange: Mirai,Movie,1,Finished Airing,"Nov 18, 2016",-,-,-,TMS Entertainment,add some,Telecom Animation Film,Manga,"Sci-Fi,Drama,Romance,School,Shoujo",1 hr. 3 min.,PG-13 - Teens 13 or older,7.53,1623,"63,808",121,"Twenty-six-year-old Hiroto Suwa; his wife, Naho; and their old high school classmates—Takako Chino, Azusa Murasaka, and Saku Hagita—visit Mt. Koubou to view the cherry blossoms together. While watching the setting sun, they reminisce about Kakeru Naruse, their friend who died 10 years ago. Mourning for him, they decide to visit Kakeru's old home, where they learn the secret of his death from his grandmother.Filled with regret, Suwa and his friends decide to write letters to their 16-year-old past selves to set their hearts at rest. With the knowledge contained in the letter from his future self, 16-year-old Suwa has the chance to rewrite the future. What choices will he make? What will happen in this new future?[Written by MAL Rewrite]"
23,Plawres Sanshirou,TV,37,Finished Airing,"Jun 5, 1983 to Feb 26, 1984",-,"<a href=""https://myanimelist.net/anime/season/1983/summer"">Summer 1983</a>",Unknown,Asatsu DK,add some,Kaname Productions,Manga,"Adventure,Sports,Mecha,School,Sci-Fi,Shounen",25 min. per ep.,PG-13 - Teens 13 or older,7.53,1624,"2,551",18,"Plawres is a wrestling game that the players make their robots, which are about 30 cm tall, fight in the ring. The main character, Sugata Sanshiro, is a plawres player. Using his plawrestler, Juohmaru, he beats strong rivals.(Source: ANN)"
24,Poputepipikku TV Special,Special,2,Finished Airing,"Apr 1, 2019",-,-,-,-,add some,-,4-koma manga,"Comedy,Parody,Dementia",11 min. per ep.,PG-13 - Teens 13 or older,7.53,1625,"17,632",16,"Episode 13 and 14 of <i>Poputepipikku</i>. The special has four versions shown on four different broadcasters: Tokyo MX (Blue Dragon ver.), Nico Nico Douga (Vermilion Bird ver.), Abema TV Anilive (White Tiger ver.) and Abema TV Pop Team Epic Channel (Black Tortoise ver.). Each version has a unique combination of seiyuus.(Source: AniDB)"
25,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,Special,1,Finished Airing,"Aug 27, 2008",-,-,-,,add some,Shaft,Manga,"Comedy,Parody,School",56 min.,PG-13 - Teens 13 or older,7.53,1626,"8,545",5,"A special summary episode of the second season of Sayonara Zetsubou Sensei, focusing on the girls that were not introduced in the first Zetsubou Shoujo Senshuu: Otonashi Meru, Fujiyoshi Harumi, Kaga Ai and Mitama Mayo."
26,Seto no Hanayome OVA Specials,Special,2,Finished Airing,"Nov 3, 2008 to Jan 5, 2009",-,-,-,,add some,Gonzo,Manga,"Comedy,Parody,School",40 sec. per ep.,PG-13 - Teens 13 or older,7.53,1627,"9,632",2,30 seconds sketches/omakes from the OVAs.
27,Shigofumi,TV,12,Finished Airing,"Jan 6, 2008 to Mar 23, 2008",-,"<a href=""https://myanimelist.net/anime/season/2008/winter"">Winter 2008</a>",Unknown,"Bandai Visual,Genco,Lantis,Rakuonsha,Sentai Filmworks",Sentai Filmworks,J.C.Staff,Original,"Psychological,Supernatural,Drama,Thriller,Fantasy",24 min. per ep.,R - 17+ (violence & profanity),7.53,1628,"70,555",318,"When someone dies, what should their final words be? Words that couldn't be said while still alive—of love, hate, hope, regret, or perhaps words without any importance. These words are sent through letters called ""shigofumi"" from the recently deceased to the living. Fumika is a mail carrier of these shigofumi, delivering them alongside staff and her partner Kanaka. However, there must be something more behind Fumika's silent exterior; shigofumi mail carriers are deceased humans with the same appearance they had just before death. Despite this, Fumika is still aging...[Written by MAL Rewrite]"
28,Shonan Junai Gumi!,OVA,5,Finished Airing,"Jan 21, 1994 to Jan 24, 1997",-,-,-,"Japan Home Video,J.C.Staff",add some,Life Work,Manga,"Action,Comedy,School",46 min. per ep.,R+ - Mild Nudity,7.53,1629,"29,955",126,"Eikichi Onizuka and Ryuji Danma are members of infamous biker duo, the Oni Baku. When not out riding around, they can be found in school, trying to pick up young women. This is the story of the young Onizuka, who would later become the greatest teacher in Japan, and his partner Ryuji in their quest to lose their virginity and reach maturity.They are widely feared bosozoku, and are known for their tenacity and viciousness in a fight. However, this lifestyle does not exactly endear them to the opposite gender, so they decide to change their ways. However, this is easier said than done.(Source: ANN)"
29,Shugo Chara!,TV,51,Finished Airing,"Oct 6, 2007 to Sep 27, 2008",-,"<a href=""https://myanimelist.net/anime/season/2007/fall"">Fall 2007</a>",Unknown,"TV Tokyo,Sotsu,Pony Canyon",add some,Satelight,Manga,"Comedy,Magic,School,Shoujo",24 min. per ep.,PG - Children,7.53,1630,"159,012","3,373","Amu Hinamori is a student at Seiyo Elementary, where she has a reputation for being ""cool and spicy""; however, her real personality is that of an extremely shy and easily intimidated girl. One night Amu makes a wish that she would have the courage to be reborn as her ""would-be"" self. The next morning Amu finds three brightly colored eggs—red, blue, and green—in her bed. Each egg eventually hatches into a Guardian Character: Ran, Miki, and Su. Guardian Characters are angel-like beings that aid a person into becoming their ""would-be"" selves and fulfill the person's dreams. The Guardian Characters accomplish this by giving encouragement and advice, but they can also temporarily change a person's personality and abilities. With the Guardian Characters, Amu's life becomes much more complex as she now struggles to deal with her new personalities and the Seiyo Elementary Guardians—a student council group where each member has their own Guardian Character—who recruits Amu to search for and seal the X eggs and X Characters, corrupted forms of people's dreams."
30,Shugo Chara!! Doki,TV,51,Finished Airing,"Oct 4, 2008 to Sep 25, 2009",-,"<a href=""https://myanimelist.net/anime/season/2008/fall"">Fall 2008</a>",Unknown,"TV Tokyo,Sotsu",add some,Satelight,Manga,"Comedy,Magic,School,Shoujo",24 min. per ep.,PG - Children,7.53,1631,"77,263",820,"Now Utau has left Easter and restarted her singing career, while Ikuto still remains at Easter. To replace Utau Easter hires a new character, Lulu. Lulu has the power to create question mark eggs, instead of x-eggs. Throughout this season we start to see all the love interests more so then in the first season. Tadase and Amu seem to be a couple now, but they have their problem, especially when Amu starts hiding Ikuto in her room. She lies to Tadase, her family and all the Guardians about it, which in the end causes more problems then she expected. Easter also has a new plan to control Ikuto. Using his violin Easter controls Ikuto so that he transforms into Death Rebel. The sound of his violin turns all the heart eggs with in distance into x-eggs. With a large amount of x-eggs gathered, the embryo will soon turn up.(Source: ANN)Episode numbers continue as 52, 53, 54, etc."
31,"Tokyo Ghoul: ""Jack""",OVA,1,Finished Airing,"Sep 30, 2015",-,-,-,,add some,Studio Pierrot,Manga,"Action,Drama,Horror,School,Seinen,Supernatural",30 min.,R - 17+ (violence & profanity),7.53,1632,"142,321",400,"Who needs school, who needs baseball, and who needs friends? That's the attitude of high school delinquent, Taishi Fura, who became a loner after falling out with his peers. One day, he witnesses the brutal attack of a ghoul, which left one of his former friends in the hospital and the other dead. Determined to avenge them, Fura decides to pursue the man-eating monster.His efforts allow him to cross paths with Kishou Arima, a quiet student who also attends his high school. Arima, however, is no ordinary student. Despite his young age, he is a full-fledged investigator of the CCG, a government task force that strives to deal with the ghoul threat. Together, Fura and Arima hunt down the ghoul, known as Lantern, but it soon becomes apparent the monster may be closer than anyone suspects.In this side story, <i>Tokyo Ghoul: ""Jack""</i> offers a glimpse into the past of Kishou Arima, well before he ever became the CCG's feared God of Death."
32,Toshokan Sensou,TV,12,Finished Airing,"Apr 11, 2008 to Jun 27, 2008",-,"<a href=""https://myanimelist.net/anime/season/2008/spring"">Spring 2008</a>",Fridays at 00:45 (JST),"Fuji TV,Code,Asmik Ace,ASCII Media Works,Sony Music Entertainment,Atelier Musa,Discotek Media",Discotek Media,Production I.G,Novel,"Action,Military,Comedy,Romance",23 min. per ep.,PG-13 - Teens 13 or older,7.53,1633,"53,998",359,"<i>Toshokan Sensou</i> tells the story of Kasahara Iku, the first woman to join the Library Task Force. In the near future in Japan, the Media Enhancement Law has been forced upon the population censoring all books and media. To counter this, the Library Defense Force was created. To protect themselves against the Media Enhancement Law Commission, all major libraries are fully equipped with a military Task Force, who take it upon themselves to protect the books and freedom of media of the people.This anime follows Iku and her fellow soldiers as they protect various special books and artifacts from the oppression of the Media Enhancement Law Commission. A love story, war story, and comedy all rolled into one."
33,Uchuu no Kishi Tekkaman Blade,TV,49,Finished Airing,"Feb 18, 1992 to Feb 2, 1993",-,"<a href=""https://myanimelist.net/anime/season/1992/winter"">Winter 1992</a>",Unknown,"Sotsu,Studio Jack,Media Blasters",Media Blasters,Tatsunoko Production,Original,"Action,Adventure,Space,Mecha,Romance,Military,Drama,Sci-Fi,Shounen",25 min. per ep.,R - 17+ (violence & profanity),7.53,1634,"11,785",155,"Tekkaman Blade takes place in the year 2300 AD. On a certain moment, the Radam attack earth. A few months after the beginning of the invasion, a tekkaman appears, he calls himself Blade and with the help of the Space Knights, Blade starts to fight the radam. But there are a few things that Blade isn't telling about his past. (Source: ANN)"
34,Yao Shen Ji 2nd Season,ONA,40,Finished Airing,"Jan 6, 2018 to May 22, 2018",-,-,-,-,add some,-,Novel,"Action,Adventure,Demons,Romance,Martial Arts,Fantasy",7 min. per ep.,PG-13 - Teens 13 or older,7.53,1635,"3,783",13,The second season of Yao Shen Ji.
35,Aldnoah.Zero,TV,12,Finished Airing,"Jul 6, 2014 to Sep 21, 2014",-,"<a href=""https://myanimelist.net/anime/season/2014/summer"">Summer 2014</a>",Sundays at 00:00 (JST),"Aniplex,Movic,Nitroplus,Houbunsha,MAGES.,Tokyo MX,Asahi Broadcasting,BS11,Aniplex of America,A-1 Pictures",Aniplex of America,TROYCA,Original,"Action,Military,Sci-Fi,Mecha",23 min. per ep.,R - 17+ (violence & profanity),7.52,1636,"375,795","3,756","The discovery of a hypergate on the Moon once allowed the human race to teleport to Mars. Those who chose to settle there unearthed a technology far more advanced than that of their home planet, which they named ""Aldnoah."" This discovery led to the founding of the Vers Empire of Mars and a declaration of war against the ""Terrans,"" those who stayed behind on Earth. However, a battle on the moon—later called ""Heaven's Fall""—caused the hypergate to explode, destroying the moon and leading the two planets to establish an uneasy ceasefire.Their peace was a fragile one, however. Fifteen years later, high school student Inaho Kaizuka witnesses the plotted assassination of the Vers Empire's Princess Asseylum Vers Allusia, who had come to Earth in hopes of repairing the relationship between the empire and its homeland. The ceasefire is shattered, and the Martians declare war on the Terrans once again. In the face of this insurmountable enemy, Inaho and his friends must now fight against the Vers Empire to settle the war once and for all.[Written by MAL Rewrite]"
