,Title,Type,Episodes,Status,Start_Airing,End_Airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites,Description
280,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,Movie,1,Finished Airing,"Apr 17, 2010",-,-,-,TV Asahi,add some,Shin-Ei Animation,Manga,"Sci-Fi,Adventure,Comedy,Seinen",1 hr. 40 min.,G - All Ages,7.45,1881,"2,255",4,"Comical action adventure film set in the future world, like a dystopian science fiction. Shinnosuke's future fiancee, Tamiko Kaneari comes from the future via the time machine. She says her father Masuzo Kaneari captures adult Shinnosuke in the future world and they needs the power of Shinnosuke at age 5 to rescue him. She takes Shinnosuke and Kasukabe Defense Forces members to the future big city Neotokio, which is the world ruled by Masuzo Kaneari, the president of the electric power company Kaneari Electric. (Source: Manabu Tsuribe)"
281,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,TV,13,Finished Airing,"Apr 3, 2015 to Jun 26, 2015",-,"<a href=""https://myanimelist.net/anime/season/2015/spring"">Spring 2015</a>",Fridays at 01:00 (JST),"DAX Production,Dream Creation",add some,Seven,4-koma manga,"Comedy,Romance,Seinen,Slice of Life",3 min. per ep.,PG-13 - Teens 13 or older,7.45,1882,"128,970",153,"The Tsunashi couple is as lively and offbeat as ever. Hardcore otaku shut-in Hajime and workaholic office lady Kaoru still get themselves into hilarious situations thanks to both their own eccentric natures and the bizarre group of friends surrounding them.After learning about Kaoru's pregnancy, Hajime works harder than ever to become a good husband and a worthy father. Meanwhile, Kaoru reflects on their relationship and remembers all of the trials and tribulations that brought them closer. The two of them continue to put their best foot forward in their lives and their marriage—all for the sake of long-lasting, selfless love.[Written by MAL Rewrite]<br/>
"
282,Dareka no Manazashi,Movie,1,Finished Airing,"Feb 10, 2013",-,-,-,The Answer Studio,add some,CoMix Wave Films,Original,"Drama,Slice of Life",6 min.,G - All Ages,7.45,1883,"47,992",83,"In near-future Japan, Aya Okamura lives alone in an apartment away from her parents. Her mother has worked overseas ever since her childhood, so her aging father Kouji and their cat Mii-san are the only ones left in their family home. After a tiring day, Aya declines her father's invitation for dinner by lying that she is still at work. Yet that very night, she receives another call with sudden news that may bring this separated family closer.[Written by MAL Rewrite]"
283,Digimon Adventure tri. 4: Soushitsu,Movie,1,Finished Airing,"Feb 25, 2017",-,-,-,"Sonilude,Shout! Factory",Shout! Factory,Toei Animation,Original,"Action,Adventure,Comedy,Drama",1 hr. 22 min.,PG-13 - Teens 13 or older,7.45,1884,"37,305",121,"First there was Meicoomon's rampage, and then the reboot ended up happening. Taichi and friends left Meiko behind in her anguish, and headed for the Digital World.They reunite with their partner Digimon, who have lost all their memories up to this point. Even so, the DigiDestined decide to reach out and rebuild those bonds, and their Digimon respond in kind. The sole exception is Biyomon, who is openly wary even after digivolving to her Rookie stage...""I told you, I don't know anything about 'the past'!""Sora's kindness in putting others before herself only makes Biyomon that much more suspicious. This leaves Sora stunned and hurt, and Taichi and Yamato are at a loss for what to say to her.As everyone discusses what they should do from here in the Digital World, Meicoomon suddenly appears and then vanishes. For some reason she still has her memories, as she wanders around with tears in her eyes, looking for Meiko. Seeing this strengthens the kids' resolve to travel through the Digital World in order to save Meicoomon. But then before their eyes appears that man who had been with the Dark Masters.Meanwhile in the real world, Nishijima receives word that Himekawa has gone missing. As he investigates, he determines that there's been some hidden agenda behind her behavior up to this point. It has something to do with an event in the past that determined both their destinies...The adventure now evolves once again...(Source: Official website)"
284,Doraemon Movie 07: Nobita to Tetsujin Heidan,Movie,1,Finished Airing,"Mar 15, 1986",-,-,-,-,add some,-,Manga,"Adventure,Comedy,Kids,Fantasy,Mecha,Shounen",1 hr. 40 min.,PG - Children,7.45,1885,"2,657",4,"Giant robot parts fell from the sky, so Nobita and Doraemon took it into the mirror world to build it and called it the Zandacross. It seems that Zandacross is a dangerous weapon so they kept it a secret. A mysterious girl named Lilulu appeared and asked for Zandacross for the invasion but she doesn't agree to invade the Earth. Doraemon and the others join forces to stop the invasion of the robot army but it seems that Lilulu is the only one that can stop it.(Source: ANN)"
285,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,Movie,1,Finished Airing,"Mar 4, 2000",-,-,-,,add some,Shin-Ei Animation,Unknown,"Adventure,Comedy,Fantasy,Historical,Kids,Shounen",1 hr. 31 min.,PG - Children,7.45,1886,"3,726",3,"Doraemon and its friends open a hole in the time and they're travel to the Country of Mayana, a lost Mayan civilization in the jungle. There, Nobita will know its perfect double, prince Thio, heir to the throne. Both will decide to interchange papers to try to save to the Country of Mayana of the claws of the infernal Ledina witch and her evil forces.(Source: ANN)"
286,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,Movie,1,Finished Airing,"Mar 9, 2013",-,-,-,"TV Asahi,Asatsu DK,Toho",add some,Shin-Ei Animation,Unknown,"Adventure,Comedy,Fantasy,Kids,Shounen",1 hr. 44 min.,PG - Children,7.45,1887,"1,974",3,"On a normal afternoon, Doraemon's bell was stolen by Kaito Deluxe, a thief from the 22nd Century. Determined to get it back, Nobita and co. decides to pursue him and take back the bell that is hidden inside the 22nd Century's Secret Gadget Museum.(Source: ANN)"
287,Fukigen na Mononokean,TV,13,Finished Airing,"Jun 28, 2016 to Sep 20, 2016",-,"<a href=""https://myanimelist.net/anime/season/2016/summer"">Summer 2016</a>",Tuesdays at 23:30 (JST),"Square Enix,AT-X,Age Global Networks,Docomo Anime Store,Yomiuri TV Enterprise,Tokuma Japan Communications,Kanon Sound,RAY,Funimation,Crunchyroll",Funimation,Pierrot Plus,Web manga,"Comedy,Demons,Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,7.45,1888,"84,251",415,"The start of Hanae Ashiya's high school career has not been easy—he has spent all of the first week in the infirmary, and his inexplicable condition is only getting worse. The cause of his torment is the mysterious fuzzy creature that has attached itself to him ever since he stumbled upon it the day before school began.As his health continues to decline and the creature grows in size, Hanae comes across a flyer advertising an exorcist who expels youkai. Desperate and with nothing left to lose, he calls the number and is led to the Mononokean, a tea room which suddenly appears next to the infirmary. A morose-sounding man, Haruitsuki Abeno, reluctantly helps Hanae but demands payment afterward. Much to Hanae's dismay, he cannot afford the fee and must become an employee at the Mononokean to work off his debt. And to make things worse, his new boss is actually one of his classmates. If Hanae ever hopes to settle his debt, he must work together with Abeno to guide a variety of dangerous, strange, and interesting youkai back to the Underworld.[Written by MAL Rewrite]"
288,Gatchaman Crowds: Embrace,Special,1,Finished Airing,"Jan 22, 2014",-,-,-,VAP,add some,Tatsunoko Production,Unknown,"Adventure,Sci-Fi",23 min.,PG-13 - Teens 13 or older,7.45,1889,"14,528",11,Director's cut of episode 12 included with the BD/DVD box release. Contains about 15 minutes of new content. 
289,Glass no Kamen,TV,23,Finished Airing,"Apr 9, 1984 to Sep 24, 1984",-,"<a href=""https://myanimelist.net/anime/season/1984/spring"">Spring 1984</a>",Unknown,"Studio Jack,Maiden Japan",Maiden Japan,Eiken,Manga,"Drama,Romance,Shoujo",24 min. per ep.,PG-13 - Teens 13 or older,7.45,1890,"6,197",37,"Kitajima Maya, a 13-year old girl with a talent for acting, was discovered by the reclusive actress Tsukikage. The story follows Maya's growing up, intense training, overcoming challenges, and evolving into the foremost actress of her generation (she is about 20 so far). Maya's greatest rival is Himekawa Ayumi, the beautiful daughter of a famous movie couple. They ultimately vied for the most sought-after role - the ""Crimson Goddess"". An equally important subplot Maya's relationship with the handsome and ruthless entertainment mogul Hayami Masumi, who secretly became her number one fan, but misunderstandings and bad-timing obstructed their romance...<br/>
<br/>
(Source: ANN)"
290,Golden Kamuy 2nd Season OVA,OVA,2,Finished Airing,"Mar 19, 2019 to Sep 19, 2019",-,-,-,,add some,Geno Studio,Manga,"Action,Adventure,Historical,Seinen",24 min. per ep.,R - 17+ (violence & profanity),7.45,1891,"8,374",4,OVAs bundled with the 17th and 19th tankoubon volumes of the <i>Golden Kamuy</i> manga. 
291,Handa-kun,TV,12,Finished Airing,"Jul 8, 2016 to Sep 23, 2016",-,"<a href=""https://myanimelist.net/anime/season/2016/summer"">Summer 2016</a>",Fridays at 01:58 (JST),"Square Enix,Lantis,TBS,DAX Production,Memory-Tech,TC Entertainment,Docomo Anime Store,NichiNare,Funimation",Funimation,Diomedea,Manga,"Slice of Life,Comedy,Shounen",24 min. per ep.,PG-13 - Teens 13 or older,7.45,1892,"150,246",487,"Hated by everyone around him, Sei Handa goes about his high school life regarded as an outcast—or at least that's what he believes. In reality, Sei is the most popular student on campus, revered by all for his incomparable calligraphy skills, good looks, and cool personality. However, due an endless series of misunderstandings, Handa perceives the worship he receives from his legions of fans as bullying, leading the school's idol to shut himself off from the rest of his classmates.But distancing himself from his peers doesn't deter them from adoring him; in fact, his attempts at drawing attention away from himself often end up unintentionally converting even the most skeptical of students into believers. Fashion models, shut-in delinquents, obsessive fangirls, and more—none can stand against the brilliance that is Sei Handa.[Written by MAL Rewrite]"
292,Himouto! Umaru-chan R,TV,12,Finished Airing,"Oct 8, 2017 to Dec 24, 2017",-,"<a href=""https://myanimelist.net/anime/season/2017/fall"">Fall 2017</a>",Sundays at 23:30 (JST),"AT-X,Flex Comix,TOHO animation,Good Smile Company,Shueisha,bilibili,BS11,Jinnan Studio,RAY,Sentai Filmworks",Sentai Filmworks,Doga Kobo,Manga,"Comedy,School,Seinen,Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,7.45,1893,"126,672",380,"Umaru Doma is a model student who has a hidden side: when she gets home each day, she puts on her hamster hoodie and turns into a sluggish otaku fond of junk food. As Umaru continues these daily antics, the friendship between her and her classmates—Nana Ebina, Kirie Motoba, and Sylphinford Tachibana—deepens, and more and more interesting events begin to unfold.Of course, these events give rise to numerous questions. What did Nana ask of Umaru's brother Taihei? Who is the mysterious girl with the diamond hairpin? And most important of all: why does this girl seem to know Umaru? These questions and more will be answered in <i>Himouto! Umaru-chan R</i>![Written by MAL Rewrite]"
293,Joshiraku OVA,OVA,1,Finished Airing,"Feb 8, 2013",-,-,-,,add some,J.C.Staff,Manga,"Slice of Life,Comedy,Shounen",23 min.,PG-13 - Teens 13 or older,7.45,1894,"12,879",4,OVA episode bundled with fifth volume of manga.
294,Kekkai Sensen: Ousama no Restaurant no Ousama,OVA,1,Finished Airing,"Jun 3, 2016",-,-,-,TOHO animation,add some,Bones,Manga,"Action,Comedy,Super Power,Supernatural,Fantasy,Shounen",24 min.,R - 17+ (violence & profanity),7.45,1895,"26,307",20,"The Winter 2016 issue of Jump SQ.Crown magazine (pictured), which will go on sale on January 22, has announced that Yasuhiro Nightow's supernatural action manga Kekkai Sensen (Blood Blockade Battlefront) will receive an OVA episode.The episode, titled ""Ousama no Restaurant no Ousama,"" will be released on June 3, 2016, with the Kekkai Sensen guide book titled Blood Blockade Battlefront Binge Bible. It adapts a story from the eighth volume of the manga. Rie Matsumoto returns to direct the episode, which will be animated by studio Bones. It has an estimated running time of 25 minutes."
295,Mobile Suit Gundam II: Soldiers of Sorrow,Movie,1,Finished Airing,"Jul 11, 1981",-,-,-,"Sotsu,Nozomi Entertainment,Bandai Entertainment",Nozomi Entertainment,Sunrise,Original,"Action,Military,Sci-Fi,Space,Drama,Mecha",2 hr. 15 min.,PG-13 - Teens 13 or older,7.45,1896,"18,394",19,"As the War continues, Amuro and the White Base crew must make their way toward the Earth Federation Headquarters, Jaburo. On their way they meet several new enemies and face off against impossible odds. They fight in Operation Odessa to relieve the Earth from the clutches of the Zeon forces.Lives are lost, new friendships are made, and discoveries at every corner. Amuro soon learns that he possesses the powers of the mysterious Newtypes.(Source: Otakufreakmk2)"
