iter	RMSE
194	67.59004139
195	67.583591
196	67.57905302
197	67.56788148
198	67.55914348
199	67.54359778
200	67.5346667
201	67.52113098
202	67.51199942
203	67.4964611
204	67.48542883
205	67.47144994
206	67.46396252
207	67.44949128
208	67.44017602
209	67.43250042
210	67.424567
211	67.41233096
212	67.40249597
213	67.38066174
214	67.36534747
215	67.36021423
216	67.34956595
217	67.33674618
218	67.32170556
219	67.31308889
220	67.30231489
221	67.28748236
222	67.27684637
223	67.25473882
224	67.25153268
225	67.24533271
226	67.22428329
227	67.21699181
228	67.21535055
229	67.20600779
230	67.19626685
231	67.18957883
232	67.18438624
233	67.17702946
234	67.17030455
235	67.15221923
236	67.13997388
237	67.12708607
238	67.12566927
239	67.11332157
240	67.1081492
241	67.1009354
242	67.08839629
243	67.08378195
244	67.07589162
245	67.06946916
246	67.06101119
247	67.04914956
248	67.04346352
249	67.03632344
250	67.02489681
251	67.01131983
252	66.99589068
253	66.98209385
254	66.96777649
255	66.95453954
256	66.94039724
257	66.93575305
258	66.92182859
259	66.90665579
260	66.90401732
261	66.89509293
262	66.88254728
263	66.88025774
264	66.87200373
265	66.85712244
266	66.84907099
267	66.83851042
268	66.82543373
269	66.8213995
270	66.80313986
271	66.79528473
272	66.78477328
273	66.78134049
274	66.76964838
275	66.76148849
276	66.7487727
277	66.74614569
278	66.73669873
279	66.72899733
280	66.72365139
281	66.71186547
282	66.70368277
283	66.69451148
284	66.68882814
285	66.68355938
286	66.676738
287	66.67330174
288	66.66334799
289	66.65762186
290	66.6499428
291	66.64265317
292	66.63214008
293	66.62564899
294	66.61953739
295	66.60382869
296	66.59453409
297	66.590409
298	66.58725305
299	66.57491516
300	66.56825017
301	66.56354193
302	66.55474671
303	66.54977476
304	66.53954514
305	66.53080179
306	66.52833508
307	66.52519739
308	66.51727185
309	66.50463262
310	66.49579873
311	66.48540256
312	66.48051936
313	66.475422
314	66.46343039
315	66.45691585
316	66.45091382
317	66.43818991
318	66.4301147
319	66.4253718
320	66.41533011
321	66.41158617
322	66.40539276
323	66.39710404
324	66.38368948
325	66.3782382
326	66.37240858
327	66.36687086
328	66.35760811
329	66.35395746
330	66.34572512
331	66.3296325
332	66.31878135
333	66.31344485
334	66.30493652
335	66.29586549
336	66.28180141
337	66.27330009
338	66.2646225
339	66.25346643
340	66.24902744
341	66.23926433
342	66.22695097
343	66.21951402
344	66.21113609
345	66.20364498
346	66.19541526
347	66.18514639
348	66.1761674
349	66.16446475
350	66.1520141
351	66.15010189
352	66.13762484
353	66.12684809
354	66.12266887
355	66.11249787
356	66.1026759
357	66.09392682
358	66.08716646
359	66.07941343
360	66.07189921
361	66.06439171
362	66.05691072
363	66.04704995
364	66.03851454
365	66.02789165
366	66.02025123
367	66.01174674
368	66.00475736
369	65.99983951
370	65.9882654
371	65.98121639
372	65.97140663
373	65.96463187
374	65.96039265
375	65.95799008
376	65.94990528
377	65.94167367
378	65.93593082
379	65.92324204
380	65.91638216
381	65.90541888
382	65.89783885
383	65.88867279
384	65.8812717
385	65.87461876
386	65.86556231
387	65.85646761
388	65.84724745
389	65.83446026
390	65.82196126
391	65.81304739
392	65.80757602
393	65.79777334
394	65.7922587
395	65.78118084
396	65.77308616
397	65.76483663
398	65.75150946
399	65.74168122
400	65.73404383
401	65.72775075
402	65.71573882
403	65.70912291
404	65.69843746
405	65.69635916
406	65.69005598
407	65.68186519
408	65.67561976
409	65.66866126
410	65.66106006
411	65.64902777
412	65.64284128
413	65.63426814
414	65.62226302
415	65.61536946
416	65.60930522
417	65.60387195
418	65.59450575
419	65.58863431
420	65.57653222
421	65.57040027
422	65.56355793
423	65.56002219
424	65.55665499
425	65.55089234
426	65.54725933
427	65.54222364
428	65.53121725
429	65.52883772
430	65.52389005
431	65.51641472
432	65.50775972
433	65.5038163
434	65.49821569
435	65.49065108
436	65.48211379
437	65.47596149
438	65.46498256
439	65.45496237
440	65.45342288
441	65.44708318
442	65.43799349
443	65.42918049
444	65.41795294
445	65.41094524
446	65.40792315
447	65.40248403
448	65.39167224
449	65.38309747
450	65.37664647
451	65.36657417
452	65.36009452
453	65.35651373
454	65.3505997
455	65.34608443
456	65.34205113
457	65.33390374
458	65.32993112
459	65.32265442
460	65.31953736
461	65.31479415
462	65.3032731
463	65.29630276
464	65.28656183
465	65.27825181
466	65.27160492
467	65.26198199
468	65.25615376
469	65.25066504
470	65.24510314
471	65.2361165
472	65.23035905
473	65.22008908
474	65.21216359
475	65.20578162
476	65.19809854
477	65.19301149
478	65.18710926
479	65.1771284
480	65.16967595
481	65.15846803
482	65.15234047
483	65.14305086
484	65.13760881
485	65.13627933
486	65.13144356
487	65.12774603
488	65.12378387
489	65.11868342
490	65.10938895
491	65.10214647
492	65.09674207
493	65.09421085
494	65.08820397
495	65.08335013
496	65.07816095
497	65.07318095
498	65.06763127
499	65.05864791
500	65.0548416
501	65.04975838
502	65.04356037
503	65.03980412
504	65.03785635
505	65.03084156
506	65.0247969
507	65.02219061
508	65.01537882
509	65.01380176
510	65.00670096
511	65.00286647
512	64.99755189
513	64.99231258
514	64.9855132
515	64.98036234
516	64.97193017
517	64.96804313
518	64.95949983
519	64.95353958
520	64.94842951
521	64.94328611
522	64.93895658
523	64.93295863
524	64.92448038
525	64.9169701
526	64.91035517
527	64.90376131
528	64.89877021
529	64.89366186
530	64.88888824
531	64.88363746
532	64.87974983
533	64.87631148
534	64.87004613
535	64.86874199
536	64.86307549
537	64.85471586
538	64.84996993
539	64.84532065
540	64.84048318
541	64.83499917
542	64.82985377
543	64.82170804
544	64.81017857
545	64.80441211
546	64.80098928
547	64.79570757
548	64.79122568
549	64.78895189
550	64.78097392
551	64.77548328
552	64.77079648
553	64.76310097
554	64.75840828
555	64.74986064
556	64.74572842
557	64.73729597
558	64.73223237
559	64.72689288
560	64.72445757
561	64.71733423
562	64.71222535
563	64.7033047
564	64.70185897
565	64.69606075
566	64.69110589
567	64.68493547
568	64.68404166
569	64.6779128
570	64.67618286
571	64.67318
572	64.66860775
573	64.66120981
574	64.6545788
575	64.65032226
576	64.64240681
577	64.63837611
578	64.63592315
579	64.63004823
580	64.62139786
581	64.61561023
582	64.61030882
583	64.60491922
584	64.60174812
585	64.60035669
586	64.59627513
587	64.59294281
588	64.59206738
589	64.59078639
590	64.58634691
591	64.57940078
592	64.57136938
593	64.56726285
594	64.56274861
595	64.55446629
596	64.54628958
597	64.54006499
598	64.5355653
599	64.53052545
600	64.52859062
601	64.5223254
602	64.51742485
603	64.51650505
604	64.51218841
605	64.5059337
606	64.4998526
607	64.49555742
608	64.49386265
609	64.48911024
610	64.48784428
611	64.48268457
612	64.475586
613	64.46918137
614	64.4625358
615	64.45647702
616	64.44964031
617	64.43912977
618	64.43521099
619	64.43206805
620	64.42553433
621	64.42178515
622	64.41505903
623	64.41181979
624	64.40427436
625	64.40264456
626	64.39765174
627	64.39067534
628	64.38582018
629	64.38026598
630	64.37453063
631	64.37061265
632	64.366835
633	64.36134332
634	64.35727877
635	64.35429869
636	64.34763684
637	64.34403607
638	64.33929614
639	64.333448
640	64.33055591
641	64.32502655
642	64.32298516
643	64.31730056
644	64.31333734
645	64.30925319
646	64.30209985
647	64.30139334
648	64.29622568
649	64.28886469
650	64.28338476
651	64.27827856
652	64.27153425
653	64.26736475
654	64.26084053
655	64.25747246
656	64.25258248
657	64.25073318
658	64.24434918
659	64.23796017
660	64.23253159
661	64.2284634
662	64.22315415
663	64.21835358
664	64.21128454
665	64.2060073
666	64.20126846
667	64.19919183
668	64.19500516
669	64.19053587
670	64.18753061
671	64.18328388
672	64.17940865
673	64.17420472
674	64.16578486
675	64.16231992
676	64.15715248
677	64.15326724
678	64.15001389
679	64.14479297
680	64.14066152
681	64.1339594
682	64.12788641
683	64.12635483
684	64.12043939
685	64.11532788
686	64.10896167
687	64.10345836
688	64.10155123
689	64.09777991
690	64.09336269
691	64.09196217
692	64.08472186
693	64.07973718
694	64.0789223
695	64.07192567
696	64.06817381
697	64.06324559
698	64.05793289
699	64.05528065
700	64.05036991
701	64.04557857
702	64.04318079
703	64.0368283
704	64.03315123
705	64.03228151
706	64.02804102
707	64.0210223
708	64.01559196
709	64.01476744
710	64.00993327
711	64.00662976
712	64.00060424
713	63.99878204
714	63.98980662
715	63.98913823
716	63.98493418
717	63.97661986
718	63.97175539
719	63.96806121
720	63.95944053
721	63.95125859
722	63.9456154
723	63.9387294
724	63.93389555
725	63.92687153
726	63.92337682
727	63.92136358
728	63.9171626
729	63.90856271
730	63.90156503
731	63.90052579
732	63.89789743
733	63.89740498
734	63.89137308
735	63.88599746
736	63.88020123
737	63.87663373
738	63.8742088
739	63.87037607
740	63.86540989
741	63.85882013
742	63.85411132
743	63.84889497
744	63.84549251
745	63.84277955
746	63.83958693
747	63.83422232
748	63.83329242
749	63.82869564
750	63.82289679
751	63.81991266
752	63.81352774
753	63.80990358
754	63.80445081
755	63.79890158
756	63.79321749
757	63.78655678
758	63.77839913
759	63.77508102
760	63.77065363
761	63.76844497
762	63.76355748
763	63.75928587
764	63.75432812
765	63.75275217
766	63.75083191
767	63.75020173
768	63.74975472
769	63.7457083
770	63.7406557
771	63.73367264
772	63.72632702
773	63.71992382
774	63.71494669
775	63.7115736
776	63.70827581
777	63.70291079
778	63.69617181
779	63.69118724
780	63.68673148
781	63.68336404
782	63.67924661
783	63.6750159
784	63.67076856
785	63.66722508
786	63.66405897
787	63.65924003
788	63.65504817
789	63.64839646
790	63.64610954
791	63.64011429
792	63.63529806
793	63.63049377
794	63.6295769
795	63.62600184
796	63.62204864
797	63.62116362
798	63.61911273
799	63.61178919
800	63.61030402
801	63.60714808
802	63.60190277
803	63.59849734
804	63.59748296
805	63.5948545
806	63.59022645
807	63.58542236
808	63.58201913
809	63.577384
810	63.5727741
811	63.56942358
812	63.56348697
813	63.55797448
814	63.55174296
815	63.54524056
816	63.54043365
817	63.53518139
818	63.53233742
819	63.52760523
820	63.52192772
821	63.52146409
822	63.51699936
823	63.51645246
824	63.51353401
825	63.50857341
826	63.50779245
827	63.50473709
828	63.49843773
829	63.49487341
830	63.49008209
831	63.48515571
832	63.48285357
833	63.47972983
834	63.47903924
835	63.47337147
836	63.47202337
837	63.4702324
838	63.46724657
839	63.46391317
840	63.46079185
841	63.45610698
842	63.45358455
843	63.44851202
844	63.44426459
845	63.44139675
846	63.43496602
847	63.43024409
848	63.42698277
849	63.42599626
850	63.42115889
851	63.41496655
852	63.41433009
853	63.40756281
854	63.40152799
855	63.39698671
856	63.39320235
857	63.39173269
858	63.38779452
859	63.38174396
860	63.38083973
861	63.37583989
862	63.37304019
863	63.36605565
864	63.36171064
865	63.35898076
866	63.35829322
867	63.35507634
868	63.35007895
869	63.34809898
870	63.34508329
871	63.34089735
872	63.33698846
873	63.33643844
874	63.33612775
875	63.33575839
876	63.33157064
877	63.32716495
878	63.32324017
879	63.31877018
880	63.31236478
881	63.30682315
882	63.30362355
883	63.29963758
884	63.29700909
885	63.29402875
886	63.28846109
887	63.28181077
888	63.2768906
889	63.27281477
890	63.27222235
891	63.27008193
892	63.26765245
893	63.26302054
894	63.2570068
895	63.25412144
896	63.2473654
897	63.2420586
898	63.23947585
899	63.23867886
900	63.23558641
901	63.23349315
902	63.23057174
903	63.22948372
904	63.22593182
905	63.22227915
906	63.21787202
907	63.21431474
908	63.20862463
909	63.20464796
910	63.19882958
911	63.19499045
912	63.1924974
913	63.19091773
914	63.18372007
915	63.17827368
916	63.1769635
917	63.17616666
918	63.17176757
919	63.16688184
920	63.166557
921	63.16217854
922	63.15601159
923	63.15177963
924	63.14655763
925	63.14416211
926	63.13913557
927	63.13427582
928	63.1317525
929	63.1304478
930	63.1265693
931	63.12390976
932	63.12131296
933	63.11689903
934	63.11422639
935	63.11386177
936	63.11226811
937	63.10820149
938	63.10450714
939	63.09956741
940	63.09740609
941	63.09583038
942	63.08947553
943	63.08850116
944	63.08479472
945	63.07978203
946	63.07811174
947	63.07543101
948	63.07216734
949	63.07139881
950	63.06773611
951	63.06225764
952	63.05964037
953	63.05719263
954	63.05164668
955	63.04958669
956	63.0480902
957	63.0447019
958	63.04072647
959	63.03957437
960	63.03328561
961	63.03182952
962	63.02942402
963	63.02558218
964	63.02469068
965	63.02025847
966	63.01453875
967	63.00938977
968	63.00395361
969	63.00293068
970	63.00238993
971	62.99775806
972	62.99438742
973	62.98999296
974	62.98964503
975	62.9887696
976	62.98399899
977	62.98291141
978	62.97797841
979	62.97462207
980	62.97201433
981	62.96819967
982	62.96563824
983	62.96006321
984	62.95535465
985	62.95437604
986	62.95087262
987	62.94854882
988	62.94431527
989	62.94290082
990	62.94026115
991	62.93882583
992	62.93425298
993	62.92917708
994	62.92488078
995	62.92068408
996	62.91926256
997	62.91511198
998	62.91093089
999	62.9057625
